Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,318582,318582.45,254263.97,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,11890544,11890544.51,10913367.12,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,44649387,44649387.84,39848872.32,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,842,USA,USA,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,19,19.57,17.51,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,276,Germany,DEU,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,1055889,1055889.72,684284.26,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,392,Japan,JPN,842,USA,USA,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,84056,84056.06,74916.8,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,620,Portugal,PRT,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,1538,1538.95,1457.1,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,234,Faeroe Isds,FRO,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,18147,18147.45,16963.9,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,234,Faeroe Isds,FRO,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,25,25.38,23.24,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,234,Faeroe Isds,FRO,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,7835,7835.12,6872.48,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,531,Curaçao,CUW,384,Côte d'Ivoire,CIV,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,5122,5122.72,4995.76,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,384,Côte d'Ivoire,CIV,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,732834,732834.03,648952.67,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,234,Faeroe Isds,FRO,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,25890,25890.95,23333.66,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,140,Central African Rep.,CAF,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,2755,2755.02,2450.81,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,4,Afghanistan,AFG,710,South Africa,ZAF,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,16,16.32,16.01,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,710,South Africa,ZAF,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,37416,37416.32,33864.34,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,710,South Africa,ZAF,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,80,80.39,76.97,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,392,Japan,JPN,710,South Africa,ZAF,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,1322090,1322090.21,1285566.15,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,710,South Africa,ZAF,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,1275,1275.82,180.83,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,699,India,IND,710,South Africa,ZAF,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,1624691,1624691.83,1456872.49,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,705,Slovenia,SVN,710,South Africa,ZAF,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,3989,3989.02,3770.92,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,710,South Africa,ZAF,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,2537262,2537262.09,2332412.36,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,842,USA,USA,710,South Africa,ZAF,C00,All CPCs,3000,Land,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,12205,12205.61,9356.29,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,8,Albania,ALB,8,Albania,ALB,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,17205,17205.74,15220.39,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,12,Algeria,DZA,8,Albania,ALB,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,39651,39651.35,35340.57,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,36,Australia,AUS,36,Australia,AUS,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,3106,3106.18,2761.04,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,40,Austria,AUT,40,Austria,AUT,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,5453,5453.61,2790.95,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,56,Belgium,BEL,56,Belgium,BEL,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,113707,113707.61,97694.48,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,56,Belgium,BEL,140,Central African Rep.,CAF,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,57384,57384.37,53843,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,56,Belgium,BEL,251,France,FRA,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,7345,7345.7,6547.41,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,56,Belgium,BEL,384,Côte d'Ivoire,CIV,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,9955,9955.05,8705.24,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,56,Belgium,BEL,620,Portugal,PRT,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,3155,3155.01,2812.1,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,76,Brazil,BRA,76,Brazil,BRA,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,10842,10842.47,5274.86,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,76,Brazil,BRA,140,Central African Rep.,CAF,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,508,508.86,163.59,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,76,Brazil,BRA,710,South Africa,ZAF,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,295,295.12,263.06,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,124,Canada,CAN,124,Canada,CAN,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,9534,9534.55,8123.12,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,156,China,CHN,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,290900,290900.92,239021.49,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,344,"China, Hong Kong SAR",HKG,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,6362,6362.69,4224.07,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,384,Côte d'Ivoire,CIV,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,24954,24954.85,18506.69,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,620,Portugal,PRT,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,5135,5135.99,4576.34,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,699,India,IND,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,21688,21688.81,12747.35,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,710,South Africa,ZAF,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,2334,2334.38,2080.5,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,784,United Arab Emirates,ARE,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,151187,151187.24,135168.39,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,208,Denmark,DNK,208,Denmark,DNK,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,304818,304818.98,269803,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,208,Denmark,DNK,234,Faeroe Isds,FRO,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,49271,49271.11,43405.65,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,208,Denmark,DNK,372,Ireland,IRL,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,799249,799249.67,714298.04,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,140,Central African Rep.,CAF,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,17776,17776.64,15417.27,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,234,Faeroe Isds,FRO,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,3642,3642.7,3194.99,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,251,France,FRA,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,887743,887743.04,798192.53,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,384,Côte d'Ivoire,CIV,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,2641,2641.39,1697.51,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,620,Portugal,PRT,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,148,148.87,86.55,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,710,South Africa,ZAF,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,2554,2554.03,2337.28,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,842,USA,USA,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,5567,5567.75,4837.41,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,56,Belgium,BEL,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,563,563.26,322.5,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,140,Central African Rep.,CAF,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,4967,4967.66,4139.35,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,234,Faeroe Isds,FRO,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,4857,4857.84,4261.03,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,276,Germany,DEU,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,4388557,4388557.94,3816259.85,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,372,Ireland,IRL,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,631679,631679.02,583130.77,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,384,Côte d'Ivoire,CIV,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,3308,3308.6,2175.64,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,404,Kenya,KEN,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,13038,13038.81,12532.5,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,478,Mauritania,MRT,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,928,928.29,452.22,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,620,Portugal,PRT,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,799,799.95,734.98,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,702,Singapore,SGP,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,2823,2823.45,1526.56,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,710,South Africa,ZAF,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,1007,1007.92,868.16,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,724,Spain,ESP,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,1998,1998.73,1768.4,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,288,Ghana,GHA,234,Faeroe Isds,FRO,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,549,549,481.64,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,826,United Kingdom,GBR,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,1240,1240.45,800.42,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,288,Ghana,GHA,288,Ghana,GHA,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,172,172.92,151.55,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,300,Greece,GRC,300,Greece,GRC,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,1690,1690.89,1402.86,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,344,"China, Hong Kong SAR",HKG,156,China,CHN,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,74847,74847.6,72683.67,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,344,"China, Hong Kong SAR",HKG,344,"China, Hong Kong SAR",HKG,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,45481,45481.58,35921.25,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,344,"China, Hong Kong SAR",HKG,384,Côte d'Ivoire,CIV,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,8867,8867.55,7253.51,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,348,Hungary,HUN,276,Germany,DEU,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,8477,8477.65,5630.99,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,348,Hungary,HUN,348,Hungary,HUN,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,22653,22653.36,17222.66,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,372,Ireland,IRL,140,Central African Rep.,CAF,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,159246,159246.89,148291.88,0
H5,2018,2018,2018,6,1,0,M,508,Mozambique,MOZ,372,Ireland,IRL,372,Ireland,IRL,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",-1,N/A,0,-1,N/A,0,,,1093066,1093066.01,972883.71,0
