Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,9000,Not elsewhere classified,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,120,8,kg,120,120,0,1637,1637.41,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,276,Germany,DEU,0,World,W00,C00,All CPCs,2200,Inland waterway,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,35044,8,kg,35044,35044,0,262505,262505.11,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,699,India,IND,0,World,W00,C00,All CPCs,2200,Inland waterway,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,20181,8,kg,20181,20181,0,1521482,1521482.76,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,2200,Inland waterway,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,15,8,kg,15,15,0,390,390.77,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,2200,Inland waterway,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,4279,8,kg,4279.5,4279,0,197280,197280.58,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,156,China,CHN,0,World,W00,C00,All CPCs,2200,Inland waterway,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,837,8,kg,837.6,837,0,5367,5367.56,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,699,India,IND,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,9184,8,kg,9184,9184,0,427130,427130,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,528,Netherlands,NLD,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6960,8,kg,6960,6960,0,148476,148476.12,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,251,France,FRA,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,58,8,kg,58,58,0,17515,17515.97,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,276,Germany,DEU,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8712,8,kg,8712,8712,0,14568,14568.75,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,156,China,CHN,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,95,8,kg,95,95,0,573,573.72,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,54878,8,kg,54878.64,54878,0,1595904,1595904.83,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1599,8,kg,1599.17,1599,0,138125,138125.18,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,156,China,CHN,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,7706,8,kg,7706.69,7706,0,474593,474593.71,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,842,USA,USA,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3278,8,kg,3278.29,3278,0,665564,665564.85,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,276,Germany,DEU,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,19153,8,kg,19153.67,19153,0,2521664,2521664.97,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,699,India,IND,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,17878,8,kg,17878.58,17878,0,849978,849978.25,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2672,8,kg,2672,2672,0,192902,192902.78,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,380,Italy,ITA,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,94,8,kg,94.82,94,0,35191,35191.3,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,36,Australia,AUS,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,7,8,kg,7.3,7,0,4237,4237.92,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,40,Austria,AUT,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3506,8,kg,3506.2,3506,0,791298,791298.21,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,124,Canada,CAN,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,429,8,kg,429,429,0,65874,65874.75,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,203,Czechia,CZE,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,5,8,kg,5.3,5,0,1097,1097.65,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,208,Denmark,DNK,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,9803,8,kg,9803.5,9803,0,2305278,2305278.06,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,246,Finland,FIN,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,276,8,kg,276.1,276,0,31070,31070.66,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,376,Israel,ISR,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2554,8,kg,2554.4,2554,0,697003,697003.76,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,392,Japan,JPN,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1200,8,kg,1200.8,1200,0,361946,361946.6,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,408,Dem. People's Rep. of Korea,PRK,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,4529,8,kg,4529.56,4529,0,450536,450536.92,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,9781,8,kg,9781.6,9781,0,463142,463142.06,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,458,Malaysia,MYS,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,14,8,kg,14,14,0,1430,1430.54,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,480,Mauritius,MUS,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,11,8,kg,11,11,0,2783,2783,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,516,Namibia,NAM,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2.12,2,0,56,56.92,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,724,Spain,ESP,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,901,8,kg,901.92,901,0,86667,86667.1,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,792,Turkey,TUR,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,41,8,kg,41.3,41,0,2344,2344.1,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,757,Switzerland,CHE,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,78,8,kg,78.4,78,0,48175,48175.89,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,56,Belgium,BEL,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,13635,8,kg,13635.41,13635,0,1824197,1824197.31,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,251,France,FRA,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3579,8,kg,3579,3579,0,623832,623832.72,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,528,Netherlands,NLD,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3034,8,kg,3034.26,3034,0,224117,224117.27,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10757,8,kg,10757.91,10757,0,1605064,1605064.28,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,566,Nigeria,NGA,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,0,8,kg,0.5,0,0,85,85.49,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,894,Zambia,ZMB,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,5,8,kg,5,5,0,749,749.51,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2,2,0,94,94.88,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,752,Sweden,SWE,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10,8,kg,10,10,0,1944,1944.65,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,152,Chile,CHL,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,8,kg,1,1,0,1127,1127,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,9000,Not elsewhere classified,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,120,8,kg,120,120,0,1637,1637.41,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,2200,Inland waterway,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,60357,8,kg,60357.1,60357,0,1987026,1987026.78,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,116550,8,kg,116550.8,116550,0,14472178,14472178.29,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,79887,8,kg,79887.64,79887,0,2204169,2204169.39,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,256915,8,kg,256915.54,256915,0,18665011,18665011.87,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,70036,8,kg,70036.05,70036,0,3399887,3399887.1,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8639,8,kg,8639.29,8639,0,480534,480534.99,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1599,8,kg,1599.17,1599,0,138125,138125.18,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3278,8,kg,3278.29,3278,0,665564,665564.85,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,47243,8,kg,47243.58,47243,0,2798591,2798591.01,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2687,8,kg,2687,2687,0,193293,193293.55,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,62909,8,kg,62909.67,62909,0,2798738,2798738.83,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,94,8,kg,94.82,94,0,35191,35191.3,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,9994,8,kg,9994.26,9994,0,372593,372593.39,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,13635,8,kg,13635.41,13635,0,1824197,1824197.31,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,78,8,kg,78.4,78,0,48175,48175.89,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3637,8,kg,3637,3637,0,641348,641348.69,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,11,8,kg,11,11,0,2783,2783,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,9781,8,kg,9781.6,9781,0,463142,463142.06,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,7,8,kg,7.3,7,0,4237,4237.92,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,429,8,kg,429,429,0,65874,65874.75,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,901,8,kg,901.92,901,0,86667,86667.1,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1200,8,kg,1200.8,1200,0,361946,361946.6,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,9803,8,kg,9803.5,9803,0,2305278,2305278.06,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,41,8,kg,41.3,41,0,2344,2344.1,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,14,8,kg,14,14,0,1430,1430.54,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3506,8,kg,3506.2,3506,0,791298,791298.21,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,203,Czechia,CZE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,5,8,kg,5.3,5,0,1097,1097.65,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,276,8,kg,276.1,276,0,31070,31070.66,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2554,8,kg,2554.4,2554,0,697003,697003.76,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,408,Dem. People's Rep. of Korea,PRK,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,4529,8,kg,4529.56,4529,0,450536,450536.92,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,516,Namibia,NAM,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2.12,2,0,56,56.92,,0
H4,2013,2013,2013,6,1,0,M,716,Zimbabwe,ZWE,566,Nigeria,NGA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,0,8,kg,0.5,0,0,85,85.49,,0
