Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H1,2000,2000,2000,6,1,0,M,454,Malawi,MWI,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,172,-1,N/A,,172,,1679,1679,,6
H1,2000,2000,2000,6,1,0,M,454,Malawi,MWI,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,70,-1,N/A,,70,,680,680,,6
H1,2000,2000,2000,6,1,0,M,454,Malawi,MWI,834,United Rep. of Tanzania,TZA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,52,-1,N/A,,52,,508,508,,6
H1,2001,2001,2001,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1540,-1,N/A,,1540,,19031,19031,,6
H1,2001,2001,2001,6,1,0,M,454,Malawi,MWI,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,199,-1,N/A,,199,,2465,2465,,6
H1,2001,2001,2001,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,18,-1,N/A,,18,,222,222,,6
H1,2001,2001,2001,6,1,0,M,454,Malawi,MWI,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1119,-1,N/A,,1119,,13833,13833,,6
H1,2001,2001,2001,6,1,0,M,454,Malawi,MWI,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,199,-1,N/A,,199,,2461,2461,,6
H1,2001,2001,2001,6,1,0,M,454,Malawi,MWI,834,United Rep. of Tanzania,TZA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,4,-1,N/A,,4,,50,50,,6
H1,2002,2002,2002,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,885,-1,N/A,,885,,10841,10841,,6
H1,2002,2002,2002,6,1,0,M,454,Malawi,MWI,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,391,-1,N/A,,391,,4789,4789,,6
H1,2002,2002,2002,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,106,-1,N/A,,106,,1296,1296,,6
H1,2002,2002,2002,6,1,0,M,454,Malawi,MWI,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,289,-1,N/A,,289,,3542,3542,,6
H1,2002,2002,2002,6,1,0,M,454,Malawi,MWI,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,99,-1,N/A,,99,,1213,1213,,6
H2,2003,2003,2003,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,9,-1,N/A,,9,,135,135,,6
H2,2003,2003,2003,6,1,0,M,454,Malawi,MWI,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2,-1,N/A,,2,,29,29,,6
H2,2003,2003,2003,6,1,0,M,454,Malawi,MWI,834,United Rep. of Tanzania,TZA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,7,-1,N/A,,7,,106,106,,6
H2,2004,2004,2004,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,34,-1,N/A,,34,,536,536,,6
H2,2004,2004,2004,6,1,0,M,454,Malawi,MWI,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,17,-1,N/A,,17,,262,262,,6
H2,2004,2004,2004,6,1,0,M,454,Malawi,MWI,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,5,-1,N/A,,5,,77,77,,6
H2,2004,2004,2004,6,1,0,M,454,Malawi,MWI,834,United Rep. of Tanzania,TZA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,12,-1,N/A,,12,,197,197,,6
H2,2005,2005,2005,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,103,-1,N/A,,103,,1625,1625,,6
H2,2005,2005,2005,6,1,0,M,454,Malawi,MWI,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,94,-1,N/A,,94,,1479,1479,,6
H2,2005,2005,2005,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,9,-1,N/A,,9,,136,136,,6
H2,2005,2005,2005,6,1,0,M,454,Malawi,MWI,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1,-1,N/A,,1,,9,9,,6
H2,2006,2006,2006,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,65664,-1,N/A,,65664,,1034334,1034334,,6
H2,2006,2006,2006,6,1,0,M,454,Malawi,MWI,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,65564,-1,N/A,,65564,,1032758,1032758,,6
H2,2006,2006,2006,6,1,0,M,454,Malawi,MWI,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,69,-1,N/A,,69,,1086,1086,,6
H2,2006,2006,2006,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,25,-1,N/A,,25,,387,387,,6
H2,2006,2006,2006,6,1,0,M,454,Malawi,MWI,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,5,-1,N/A,,5,,82,82,,6
H2,2006,2006,2006,6,1,0,M,454,Malawi,MWI,834,United Rep. of Tanzania,TZA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1,-1,N/A,,1,,22,22,,6
H2,2007,2007,2007,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,10140,-1,N/A,,10140,,63465,63465,,0
H2,2007,2007,2007,6,1,0,M,454,Malawi,MWI,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,7087,-1,N/A,,7087,,44046,44046,,0
H2,2007,2007,2007,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2910,-1,N/A,,2910,,19123,19123,,0
H2,2007,2007,2007,6,1,0,M,454,Malawi,MWI,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,51,-1,N/A,,51,,148,148,,0
H2,2007,2007,2007,6,1,0,M,454,Malawi,MWI,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,92,-1,N/A,,92,,148,148,,0
H3,2008,2008,2008,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,32349,-1,N/A,,32349,,88315,88315,,0
H3,2008,2008,2008,6,1,0,M,454,Malawi,MWI,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,19242,-1,N/A,,19242,,22348,22348,,0
H3,2008,2008,2008,6,1,0,M,454,Malawi,MWI,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,12974,-1,N/A,,12974,,65749,65749,,0
H3,2008,2008,2008,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,4,-1,N/A,,4,,21,21,,0
H3,2008,2008,2008,6,1,0,M,454,Malawi,MWI,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,75,-1,N/A,,75,,159,159,,0
H3,2008,2008,2008,6,1,0,M,454,Malawi,MWI,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,54,-1,N/A,,54,,38,38,,0
H3,2009,2009,2009,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,19888,-1,N/A,,19888,,657742,657742,,0
H3,2009,2009,2009,6,1,0,M,454,Malawi,MWI,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,4304,-1,N/A,,4304,,7888,7888,,0
H3,2009,2009,2009,6,1,0,M,454,Malawi,MWI,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,14970,-1,N/A,,14970,,646802,646802,,0
H3,2009,2009,2009,6,1,0,M,454,Malawi,MWI,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,30,-1,N/A,,30,,835,835,,0
H3,2009,2009,2009,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2,-1,N/A,,2,,829,829,,0
H3,2009,2009,2009,6,1,0,M,454,Malawi,MWI,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,582,-1,N/A,,582,,1387,1387,,0
H3,2010,2010,2010,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,24452,-1,N/A,,24452,,34444,34444,,0
H3,2010,2010,2010,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,650,-1,N/A,,650,,26468,26468,,0
H3,2010,2010,2010,6,1,0,M,454,Malawi,MWI,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,49,-1,N/A,,49,,141,141,,0
H3,2010,2010,2010,6,1,0,M,454,Malawi,MWI,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,110,-1,N/A,,110,,546,546,,0
H3,2010,2010,2010,6,1,0,M,454,Malawi,MWI,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,147,-1,N/A,,147,,113,113,,0
H3,2010,2010,2010,6,1,0,M,454,Malawi,MWI,834,United Rep. of Tanzania,TZA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,22416,-1,N/A,,22416,,5381,5381,,0
H3,2010,2010,2010,6,1,0,M,454,Malawi,MWI,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1080,-1,N/A,,1080,,1796,1796,,0
H3,2010,2010,2010,6,1,0,X,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,70,-1,N/A,,70,,783,,783,0
H3,2010,2010,2010,6,1,0,X,454,Malawi,MWI,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,20,-1,N/A,,20,,48,,48,0
H3,2010,2010,2010,6,1,0,X,454,Malawi,MWI,894,Zambia,ZMB,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,50,-1,N/A,,50,,736,,736,0
H3,2011,2011,2011,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1696,-1,N/A,,1696,,21299,21299,,0
H3,2011,2011,2011,6,1,0,M,454,Malawi,MWI,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,642,-1,N/A,,642,,1387,1387,,0
H3,2011,2011,2011,6,1,0,M,454,Malawi,MWI,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,20,-1,N/A,,20,,374,374,,0
H3,2011,2011,2011,6,1,0,M,454,Malawi,MWI,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,100,-1,N/A,,100,,1538,1538,,0
H3,2011,2011,2011,6,1,0,M,454,Malawi,MWI,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,100,-1,N/A,,100,,72,72,,0
H3,2011,2011,2011,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,551,-1,N/A,,551,,16565,16565,,0
H3,2011,2011,2011,6,1,0,M,454,Malawi,MWI,834,United Rep. of Tanzania,TZA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,92,-1,N/A,,92,,518,518,,0
H3,2011,2011,2011,6,1,0,M,454,Malawi,MWI,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,191,-1,N/A,,191,,847,847,,0
H3,2012,2012,2012,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,423,-1,N/A,,423,,3560,3560,,0
H3,2012,2012,2012,6,1,0,M,454,Malawi,MWI,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,104,-1,N/A,,104,,242,242,,0
H3,2012,2012,2012,6,1,0,M,454,Malawi,MWI,288,Ghana,GHA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,150,-1,N/A,,150,,853,853,,0
H3,2012,2012,2012,6,1,0,M,454,Malawi,MWI,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,164,-1,N/A,,164,,224,224,,0
H3,2012,2012,2012,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,5,-1,N/A,,5,,2241,2241,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,4151,-1,N/A,,4151,,20477,20477,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1998,-1,N/A,,1998,,6590,6590,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,89,-1,N/A,,89,,3278,3278,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,150,-1,N/A,,150,,588,588,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,10,-1,N/A,,10,,151,151,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,435,-1,N/A,,435,,405,405,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,100,-1,N/A,,100,,6034,6034,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,13,-1,N/A,,13,,803,803,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,662,-1,N/A,,662,,2178,2178,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,20,-1,N/A,,20,,48,48,,0
H3,2013,2013,2013,6,1,0,M,454,Malawi,MWI,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,674,-1,N/A,,674,,401,401,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,5223,-1,N/A,,5223,,26571,26571,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,425,-1,N/A,,425,,400,400,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,231,Ethiopia,ETH,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,434,-1,N/A,,434,,19035,19035,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,10,-1,N/A,,10,,421,421,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,442,Luxembourg,LUX,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1,-1,N/A,,1,,44,44,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,328,-1,N/A,,328,,1494,1494,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,314,-1,N/A,,314,,1253,1253,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1,-1,N/A,,1,,43,43,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3600,-1,N/A,,3600,,2988,2988,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3,-1,N/A,,3,,22,22,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,834,United Rep. of Tanzania,TZA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,70,-1,N/A,,70,,814,814,,0
H4,2014,2014,2014,6,1,0,M,454,Malawi,MWI,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,37,-1,N/A,,37,,59,59,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,8171,-1,N/A,,8171,,243453,243453,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1999,-1,N/A,,1999,,3653,3653,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,455,-1,N/A,,455,,3962,3962,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,593,-1,N/A,,593,,3697,3697,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,323,-1,N/A,,323,,481,481,,0
H4,2015,2015,2015,6,1,0,M,454,Malawi,MWI,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,4801,-1,N/A,,4801,,231661,231661,,0
H4,2016,2016,2016,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,7360,5,u,1149,7360,,37818,37818.114,,0
H4,2016,2016,2016,6,1,0,M,454,Malawi,MWI,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,500,5,u,395,500,,481,481.125,,0
H4,2016,2016,2016,6,1,0,M,454,Malawi,MWI,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2,5,u,10,2,,56,56.213,,0
H4,2016,2016,2016,6,1,0,M,454,Malawi,MWI,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,115,5,u,90,115,,367,367.517,,0
H4,2016,2016,2016,6,1,0,M,454,Malawi,MWI,642,Romania,ROU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1,5,u,5,1,,33,33.366,,0
H4,2016,2016,2016,6,1,0,M,454,Malawi,MWI,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,175,5,u,103,175,,321,321.037,,0
H4,2016,2016,2016,6,1,0,M,454,Malawi,MWI,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2215,5,u,301,2215,,22467,22467.498,,0
H4,2016,2016,2016,6,1,0,M,454,Malawi,MWI,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,4000,5,u,210,4000,,13354,13354.282,,0
H4,2016,2016,2016,6,1,0,M,454,Malawi,MWI,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,202,5,u,32,202,,529,529.727,,0
H4,2016,2016,2016,6,1,0,M,454,Malawi,MWI,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,150,5,u,3,150,,207,207.348,,0
H4,2016,2016,2016,6,1,0,X,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,500,5,u,10,500,,277,,277.996,0
H4,2016,2016,2016,6,1,0,X,454,Malawi,MWI,716,Zimbabwe,ZWE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,500,5,u,10,500,,277,,277.996,0
H4,2017,2017,2017,6,1,0,M,454,Malawi,MWI,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2991,5,u,11661,2991,,12705,12705.685,,0
H4,2017,2017,2017,6,1,0,M,454,Malawi,MWI,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,948,5,u,8173,948,,5347,5347.559,,0
