Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,0,World,W00,56,Belgium,BEL,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,21,8,kg,21,21,0,451,,451.85,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,757,Switzerland,CHE,276,Germany,DEU,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,50,8,kg,50,50,0,1006,,1006.11,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,757,Switzerland,CHE,276,Germany,DEU,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,50,8,kg,50,50,0,1006,,1006.11,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,251,France,FRA,276,Germany,DEU,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,0,-1,N/A,0,0,0,0,,0.23,6
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,251,France,FRA,276,Germany,DEU,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,0,-1,N/A,0,0,0,0,,0.23,6
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,757,Switzerland,CHE,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,50,8,kg,50,50,0,1006,,1006.11,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,50,8,kg,50,50,0,1006,,1006.11,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,0,-1,N/A,0,0,0,0,,0.23,6
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,251,France,FRA,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,0,-1,N/A,0,0,0,0,,0.23,6
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,0,World,W00,757,Switzerland,CHE,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,6,8,kg,6,6,0,18,,18.73,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,0,World,W00,757,Switzerland,CHE,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,6,8,kg,6,6,0,18,,18.73,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,12,8,kg,12,12,0,214,,214.61,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1419786,-1,N/A,0,1419786,0,3652667,,3652667.2,6
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1419798,-1,N/A,0,1419798,0,3652881,,3652881.81,6
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1027220,-1,N/A,0,1027220,0,2628708,,2628708.24,6
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,300,Greece,GRC,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,0,-1,N/A,0,0,0,2,,2.54,6
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,300,Greece,GRC,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,0,-1,N/A,0,0,0,2,,2.54,6
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1027220,-1,N/A,0,1027220,0,2628708,,2628708.24,6
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,276,Germany,DEU,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,32,8,kg,32,32,0,186,,186.49,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,498,Rep. of Moldova,MDA,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,54,8,kg,54,54,0,230,,230.91,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,380,Italy,ITA,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,18,8,kg,18,18,0,180,,180.18,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,792,Turkey,TUR,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1027110,8,kg,1027110,1027110,0,2628089,,2628089.39,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,276,Germany,DEU,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,32,8,kg,32,32,0,186,,186.49,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,498,Rep. of Moldova,MDA,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,54,8,kg,54,54,0,230,,230.91,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,792,Turkey,TUR,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1027110,8,kg,1027110,1027110,0,2628089,,2628089.39,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,380,Italy,ITA,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,18,8,kg,18,18,0,180,,180.18,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,757,Switzerland,CHE,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,6,8,kg,6,6,0,18,,18.73,0
H5,2017,2017,2017,4,0,0,X,807,North Macedonia,MKD,899,"Areas, nes",_X ,757,Switzerland,CHE,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,6,8,kg,6,6,0,18,,18.73,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,616,Poland,POL,616,Poland,POL,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,19,8,kg,19,19,0,56,56.22,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,792,Turkey,TUR,792,Turkey,TUR,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,14,8,kg,14,14,0,157,157.91,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,703,Slovakia,SVK,703,Slovakia,SVK,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,9778,8,kg,9778,9778,0,28638,28638.63,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,784,United Arab Emirates,ARE,784,United Arab Emirates,ARE,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,220,8,kg,220,220,0,259,259.55,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,528,Netherlands,NLD,528,Netherlands,NLD,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,14466,8,kg,14466,14466,0,264253,264253.51,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,616,Poland,POL,616,Poland,POL,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,104239,8,kg,104239,104239,0,344728,344728.99,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,608,Philippines,PHL,608,Philippines,PHL,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,12,8,kg,12,12,0,991,991.16,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,688,Serbia,SRB,688,Serbia,SRB,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,18768,8,kg,18768,18768,0,59250,59250.3,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,705,Slovenia,SVN,705,Slovenia,SVN,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,11181,8,kg,11181,11181,0,89609,89609.99,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,208,Denmark,DNK,208,Denmark,DNK,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3,8,kg,3,3,0,178,178.45,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,724,Spain,ESP,724,Spain,ESP,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3796,8,kg,3796,3796,0,44469,44469.24,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,410,Rep. of Korea,KOR,410,Rep. of Korea,KOR,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,192,8,kg,192,192,0,930,930.39,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,792,Turkey,TUR,792,Turkey,TUR,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,848987,8,kg,848987,848987,0,1941336,1941336.07,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,752,Sweden,SWE,752,Sweden,SWE,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,13281,8,kg,13281,13281,0,121449,121449.65,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,440,Lithuania,LTU,440,Lithuania,LTU,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,21,8,kg,21,21,0,1978,1978.2,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,428,Latvia,LVA,428,Latvia,LVA,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,41,8,kg,41,41,0,1477,1477.87,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,348,Hungary,HUN,348,Hungary,HUN,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,65537,8,kg,65537,65537,0,162625,162625.38,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,570,Niue,NIU,570,Niue,NIU,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,70,8,kg,70,70,0,469,469.43,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,203,Czechia,CZE,203,Czechia,CZE,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,377508,8,kg,377508,377508,0,1519695,1519695.77,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,344,"China, Hong Kong SAR",HKG,344,"China, Hong Kong SAR",HKG,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,21,8,kg,21,21,0,476,476.56,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,642,Romania,ROU,642,Romania,ROU,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,5372,8,kg,5372,5372,0,20876,20876.47,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,428,Latvia,LVA,428,Latvia,LVA,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,41,8,kg,41,41,0,1477,1477.87,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,191,Croatia,HRV,191,Croatia,HRV,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,164,8,kg,164,164,0,1149,1149.71,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,348,Hungary,HUN,348,Hungary,HUN,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,65537,8,kg,65537,65537,0,162625,162625.38,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,784,United Arab Emirates,ARE,784,United Arab Emirates,ARE,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,220,8,kg,220,220,0,259,259.55,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,724,Spain,ESP,724,Spain,ESP,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3796,8,kg,3796,3796,0,44469,44469.24,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,208,Denmark,DNK,208,Denmark,DNK,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3,8,kg,3,3,0,178,178.45,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,616,Poland,POL,616,Poland,POL,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,104220,8,kg,104220,104220,0,344672,344672.77,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,705,Slovenia,SVN,705,Slovenia,SVN,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,11181,8,kg,11181,11181,0,89609,89609.99,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,440,Lithuania,LTU,440,Lithuania,LTU,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,21,8,kg,21,21,0,1978,1978.2,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,642,Romania,ROU,642,Romania,ROU,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,5372,8,kg,5372,5372,0,20876,20876.47,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,410,Rep. of Korea,KOR,410,Rep. of Korea,KOR,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,192,8,kg,192,192,0,930,930.39,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,792,Turkey,TUR,792,Turkey,TUR,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,848973,8,kg,848973,848973,0,1941178,1941178.16,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,608,Philippines,PHL,608,Philippines,PHL,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,12,8,kg,12,12,0,991,991.16,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,688,Serbia,SRB,688,Serbia,SRB,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,18768,8,kg,18768,18768,0,59250,59250.3,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,570,Niue,NIU,570,Niue,NIU,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,70,8,kg,70,70,0,469,469.43,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,203,Czechia,CZE,203,Czechia,CZE,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,377508,8,kg,377508,377508,0,1519695,1519695.77,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,752,Sweden,SWE,752,Sweden,SWE,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,13281,8,kg,13281,13281,0,121449,121449.65,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,528,Netherlands,NLD,528,Netherlands,NLD,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,14466,8,kg,14466,14466,0,264253,264253.51,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,703,Slovakia,SVK,703,Slovakia,SVK,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,9778,8,kg,9778,9778,0,28638,28638.63,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,344,"China, Hong Kong SAR",HKG,344,"China, Hong Kong SAR",HKG,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,21,8,kg,21,21,0,476,476.56,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,704,Viet Nam,VNM,704,Viet Nam,VNM,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1,8,kg,1,1,0,19,19.54,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,704,Viet Nam,VNM,704,Viet Nam,VNM,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1,8,kg,1,1,0,19,19.54,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1,8,kg,1,1,0,19,19.54,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1,8,kg,1,1,0,19,19.54,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,792,Turkey,TUR,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,14,8,kg,14,14,0,157,157.91,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,616,Poland,POL,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,19,8,kg,19,19,0,56,56.22,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,642,Romania,ROU,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,5372,8,kg,5372,5372,0,20876,20876.47,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,608,Philippines,PHL,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,12,8,kg,12,12,0,991,991.16,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,752,Sweden,SWE,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,13281,8,kg,13281,13281,0,121449,121449.65,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,570,Niue,NIU,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,70,8,kg,70,70,0,469,469.43,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,428,Latvia,LVA,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,41,8,kg,41,41,0,1477,1477.87,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,192,8,kg,192,192,0,930,930.39,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,21,8,kg,21,21,0,476,476.56,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,688,Serbia,SRB,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,18768,8,kg,18768,18768,0,59250,59250.3,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,703,Slovakia,SVK,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,9778,8,kg,9778,9778,0,28638,28638.63,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,440,Lithuania,LTU,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,21,8,kg,21,21,0,1978,1978.2,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,220,8,kg,220,220,0,259,259.55,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,724,Spain,ESP,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3796,8,kg,3796,3796,0,44469,44469.24,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,348,Hungary,HUN,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,65537,8,kg,65537,65537,0,162625,162625.38,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,203,Czechia,CZE,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,377508,8,kg,377508,377508,0,1519695,1519695.77,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,616,Poland,POL,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,104220,8,kg,104220,104220,0,344672,344672.77,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,191,Croatia,HRV,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,164,8,kg,164,164,0,1149,1149.71,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,792,Turkey,TUR,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,848973,8,kg,848973,848973,0,1941178,1941178.16,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,705,Slovenia,SVN,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,11181,8,kg,11181,11181,0,89609,89609.99,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,528,Netherlands,NLD,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,14466,8,kg,14466,14466,0,264253,264253.51,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,208,Denmark,DNK,0,World,W00,C00,All CPCs,3200,Road,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3,8,kg,3,3,0,178,178.45,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,203,Czechia,CZE,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,377508,8,kg,377508,377508,0,1519695,1519695.77,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,12,8,kg,12,12,0,991,991.16,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,192,8,kg,192,192,0,930,930.39,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,14466,8,kg,14466,14466,0,264253,264253.51,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3796,8,kg,3796,3796,0,44469,44469.24,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,13281,8,kg,13281,13281,0,121449,121449.65,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,21,8,kg,21,21,0,476,476.56,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3,8,kg,3,3,0,178,178.45,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,570,Niue,NIU,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,70,8,kg,70,70,0,469,469.43,,0
H5,2017,2017,2017,4,0,0,M,807,North Macedonia,MKD,703,Slovakia,SVK,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,9778,8,kg,9778,9778,0,28638,28638.63,,0
