Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,3878,-1,N/A,,3878,,182416,182416,,6
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,9639,-1,N/A,,9639,,1425988,1425988,,6
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,16884,-1,N/A,,16884,,4075014,4075014,,6
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,6237,-1,N/A,,6237,,293358,293358,,6
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,568,"Other Europe, nes",E19,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,8466,-1,N/A,,8466,,418969,418969,,6
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,4459,-1,N/A,,4459,,194950,194950,,6
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,11124,-1,N/A,,11124,,1323579,1323579,,6
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,60115,-1,N/A,,60115,,1319579,1319579,,6
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,12607,-1,N/A,,12607,,313093,313093,,6
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,5054,-1,N/A,,5054,,294158,294158,,6
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,595725,-1,N/A,,595725,,28021588,28021588,,6
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,14000,-1,N/A,,14000,,357897,357897,,0
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,703,Slovakia,SVK,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,6000,-1,N/A,,6000,,171481,171481,,0
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,5000,-1,N/A,,5000,,145346,145346,,0
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,4000,-1,N/A,,4000,,119210,119210,,0
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,3000,-1,N/A,,3000,,110409,110409,,0
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,834,United Rep. of Tanzania,TZA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,3000,-1,N/A,,3000,,66139,66139,,0
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,37000,-1,N/A,,37000,,3422958,3422958,,0
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,182000,-1,N/A,,182000,,11261760,11261760,,0
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,193000,-1,N/A,,193000,,2087645,2087645,,0
H3,2009,2009,2009,6,1,0,RX,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,529,-1,N/A,,529,,50138,,,6
H3,2009,2009,2009,6,1,0,RX,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,529,-1,N/A,,529,,50138,,,6
H3,2009,2009,2009,6,1,0,X,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,529,-1,N/A,,529,,50138,,50138,6
H3,2009,2009,2009,6,1,0,X,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,529,-1,N/A,,529,,50138,,50138,6
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,7725,-1,N/A,,7725,,597601,597601,,6
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,9895,-1,N/A,,9895,,288534,288534,,6
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,3790,-1,N/A,,3790,,122133,122133,,6
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,8665,-1,N/A,,8665,,353334,353334,,6
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,568,"Other Europe, nes",E19,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,13790,-1,N/A,,13790,,966135,966135,,6
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,11994,-1,N/A,,11994,,485601,485601,,6
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,5574,-1,N/A,,5574,,479467,479467,,6
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,44692,-1,N/A,,44692,,799201,799201,,6
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,32658,-1,N/A,,32658,,3871472,3871472,,6
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,656783,-1,N/A,,656783,,26817900,26817900,,6
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,34000,-1,N/A,,34000,,261867,261867,,0
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,7000,-1,N/A,,7000,,1845602,1845602,,0
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,15000,-1,N/A,,15000,,4435206,4435206,,0
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,6000,-1,N/A,,6000,,316800,316800,,0
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,4000,-1,N/A,,4000,,113333,113333,,0
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,5000,-1,N/A,,5000,,85067,85067,,0
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,4000,-1,N/A,,4000,,131733,131733,,0
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,2000,-1,N/A,,2000,,272000,272000,,0
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,11000,-1,N/A,,11000,,166934,166934,,0
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,142000,-1,N/A,,142000,,7296542,7296542,,0
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1000,-1,N/A,,1000,,89067,89067,,0
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1000,-1,N/A,,1000,,45600,45600,,0
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,286000,-1,N/A,,286000,,3794671,3794671,,0
H3,2010,2010,2010,6,1,0,RX,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,12000,-1,N/A,,12000,,1573869,,,0
H3,2010,2010,2010,6,1,0,RX,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,12000,-1,N/A,,12000,,1573869,,,0
H3,2010,2010,2010,6,1,0,X,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,12000,-1,N/A,,12000,,1573869,,1573869,0
H3,2010,2010,2010,6,1,0,X,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,12000,-1,N/A,,12000,,1573869,,1573869,0
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,15728,-1,N/A,,15728,,738668,738668,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,3865,-1,N/A,,3865,,206134,206134,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,14853,-1,N/A,,14853,,1286402,1286402,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,14884,-1,N/A,,14884,,893068,893068,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1716,-1,N/A,,1716,,63467,63467,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1709,-1,N/A,,1709,,63200,63200,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,3278,-1,N/A,,3278,,146400,146400,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,568,"Other Europe, nes",E19,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,9655,-1,N/A,,9655,,933868,933868,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1204,-1,N/A,,1204,,44533,44533,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,5165,-1,N/A,,5165,,263467,263467,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,15584,-1,N/A,,15584,,1782402,1782402,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,4567,-1,N/A,,4567,,255467,255467,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1017209,-1,N/A,,1017209,,37624314,37624314,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,26000,-1,N/A,,26000,,692001,692001,,0
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,10000,-1,N/A,,10000,,3351204,3351204,,0
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,9000,-1,N/A,,9000,,133600,133600,,0
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,703,Slovakia,SVK,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,4000,-1,N/A,,4000,,109333,109333,,0
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,39000,-1,N/A,,39000,,636801,636801,,0
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,31000,-1,N/A,,31000,,282667,282667,,0
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,27000,-1,N/A,,27000,,686934,686934,,0
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,195000,-1,N/A,,195000,,10355746,10355746,,0
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,196000,-1,N/A,,196000,,9286412,9286412,,0
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,2000,-1,N/A,,2000,,64533,64533,,0
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,384000,-1,N/A,,384000,,5256273,5256273,,0
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1000,-1,N/A,,1000,,48000,48000,,0
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1000,-1,N/A,,1000,,43733,43733,,0
H4,2012,2012,2012,6,1,0,RX,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",-1,N/A,,-1,N/A,,,,45067,,,0
H4,2012,2012,2012,6,1,0,RX,682,Saudi Arabia,SAU,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",-1,N/A,,-1,N/A,,,,45067,,,0
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1900,-1,N/A,,1900,,356800,356800,,6
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1243,-1,N/A,,1243,,51200,51200,,6
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,932,-1,N/A,,932,,38400,38400,,6
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,16039,-1,N/A,,16039,,2210403,2210403,,6
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,783,-1,N/A,,783,,32267,32267,,6
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,744,-1,N/A,,744,,30667,30667,,6
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,990,-1,N/A,,990,,40800,40800,,6
