Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H2,2002,2002,2002,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,105353,-1,N/A,,1000,,57067,57067,,2
H2,2003,2003,2003,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2753140,-1,N/A,,2266286,,1382402,1382402,,6
H2,2003,2003,2003,6,1,0,M,682,Saudi Arabia,SAU,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,103561,-1,N/A,,85248,,52000,52000,,6
H2,2003,2003,2003,6,1,0,M,682,Saudi Arabia,SAU,558,Nicaragua,NIC,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,82318,-1,N/A,,59000,,41333,41333,,2
H2,2003,2003,2003,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1921993,-1,N/A,,1759000,,965068,965068,,2
H2,2003,2003,2003,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,378132,-1,N/A,,208154,,189867,189867,,6
H2,2003,2003,2003,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,267135,-1,N/A,,154884,,134134,134134,,6
H2,2004,2004,2004,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1955388,-1,N/A,,1687284,,1122935,1122935,,6
H2,2004,2004,2004,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,95657,-1,N/A,,8000,,54933,54933,,2
H2,2004,2004,2004,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1576941,-1,N/A,,1617000,,905601,905601,,2
H2,2004,2004,2004,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,67331,-1,N/A,,11000,,38667,38667,,2
H2,2004,2004,2004,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,215460,-1,N/A,,51284,,123733,123733,,6
H2,2005,2005,2005,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1896536,-1,N/A,,1472000,,1089138,1089138,,2
H2,2005,2005,2005,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,185425,-1,N/A,,14000,,106485,106485,,2
H2,2005,2005,2005,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1360710,-1,N/A,,1128000,,781425,781425,,2
H2,2005,2005,2005,6,1,0,M,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,350401,-1,N/A,,330000,,201228,201228,,2
H2,2006,2006,2006,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2154682,-1,N/A,,1366000,,1237385,1237385,,2
H2,2006,2006,2006,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,391507,-1,N/A,,121000,,224833,224833,,2
H2,2006,2006,2006,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1422815,-1,N/A,,1104000,,817090,817090,,2
H2,2006,2006,2006,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,340360,-1,N/A,,141000,,195461,195461,,2
H3,2007,2007,2007,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1269266,-1,N/A,,1127000,,909377,909377,,2
H3,2007,2007,2007,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1164239,-1,N/A,,1071000,,834129,834129,,2
H3,2007,2007,2007,6,1,0,M,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,105027,-1,N/A,,56000,,75248,75248,,2
H3,2008,2008,2008,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2271743,-1,N/A,,1756000,,1751736,1751736,,2
H3,2008,2008,2008,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,42883,-1,N/A,,16000,,33067,33067,,2
H3,2008,2008,2008,6,1,0,M,682,Saudi Arabia,SAU,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,107898,-1,N/A,,45000,,83200,83200,,2
H3,2008,2008,2008,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1507809,-1,N/A,,1248000,,1162668,1162668,,2
H3,2008,2008,2008,6,1,0,M,682,Saudi Arabia,SAU,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,143173,-1,N/A,,25000,,110400,110400,,2
H3,2008,2008,2008,6,1,0,M,682,Saudi Arabia,SAU,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,143864,-1,N/A,,106000,,110933,110933,,2
H3,2008,2008,2008,6,1,0,M,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,259371,-1,N/A,,307000,,200000,200000,,2
H3,2008,2008,2008,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,66745,-1,N/A,,9000,,51467,51467,,2
H3,2008,2008,2008,6,1,0,X,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,337150,-1,N/A,,37000,,212267,,212267,2
H3,2008,2008,2008,6,1,0,X,682,Saudi Arabia,SAU,12,Algeria,DZA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,166881,-1,N/A,,13000,,105067,,105067,2
H3,2008,2008,2008,6,1,0,X,682,Saudi Arabia,SAU,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,59298,-1,N/A,,1000,,37333,,37333,2
H3,2008,2008,2008,6,1,0,X,682,Saudi Arabia,SAU,504,Morocco,MAR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,68192,-1,N/A,,20000,,42933,,42933,2
H3,2008,2008,2008,6,1,0,X,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,42779,-1,N/A,,3000,,26933,,26933,2
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4903113,-1,N/A,,3921000,,4206492,4206492,,2
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,67145,-1,N/A,,64000,,57605,57605,,2
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,35748,-1,N/A,,15000,,30669,30669,,2
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,590624,-1,N/A,,529000,,506710,506710,,2
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,83931,-1,N/A,,64000,,72006,72006,,2
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,360592,-1,N/A,,258000,,309360,309360,,2
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2415964,-1,N/A,,2046000,,2072710,2072710,,2
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,35127,-1,N/A,,11000,,30136,30136,,2
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,97298,-1,N/A,,117000,,83474,83474,,2
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1122497,-1,N/A,,753000,,963015,963015,,2
H3,2009,2009,2009,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,94189,-1,N/A,,64000,,80807,80807,,2
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5561413,-1,N/A,,4126000,,4245339,4245339,,2
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,37030,-1,N/A,,33000,,28267,28267,,2
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2383513,-1,N/A,,1588000,,1819469,1819469,,2
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,306367,-1,N/A,,222000,,233867,233867,,2
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,447149,-1,N/A,,287000,,341334,341334,,2
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,35632,-1,N/A,,24000,,27200,27200,,2
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,736,Fmr Sudan,SDN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,711246,-1,N/A,,920000,,542934,542934,,2
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,372391,-1,N/A,,385000,,284267,284267,,2
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1221275,-1,N/A,,665000,,932268,932268,,2
H3,2010,2010,2010,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,46811,-1,N/A,,2000,,35733,35733,,2
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1891107,-1,N/A,,1138272,,1526402,1526402,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,326087,-1,N/A,,235272,,263200,263200,,6
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,42289,-1,N/A,,9000,,34133,34133,,2
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,912846,-1,N/A,,550000,,736801,736801,,2
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,120920,-1,N/A,,75000,,97600,97600,,2
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,201533,-1,N/A,,150000,,162667,162667,,2
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,135457,-1,N/A,,79000,,109333,109333,,2
H3,2011,2011,2011,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,151976,-1,N/A,,40000,,122667,122667,,2
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2549417,-1,N/A,,1763623,,2491736,2491736,,6
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1389574,-1,N/A,,946623,,1358135,1358135,,6
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,27557,-1,N/A,,6000,,26933,26933,,2
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,69574,-1,N/A,,48000,,68000,68000,,2
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,524944,-1,N/A,,356000,,513067,513067,,2
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,134783,-1,N/A,,150000,,131733,131733,,2
H4,2012,2012,2012,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,402985,-1,N/A,,257000,,393867,393867,,2
H4,2013,2013,2013,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3200141,-1,N/A,,2443000,,3127737,3127737,,2
H4,2013,2013,2013,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,431633,-1,N/A,,107000,,421867,421867,,2
H4,2013,2013,2013,6,1,0,M,682,Saudi Arabia,SAU,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1997462,-1,N/A,,1662000,,1952269,1952269,,2
H4,2013,2013,2013,6,1,0,M,682,Saudi Arabia,SAU,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,126871,-1,N/A,,147000,,124000,124000,,2
H4,2013,2013,2013,6,1,0,M,682,Saudi Arabia,SAU,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,60298,-1,N/A,,57000,,58933,58933,,2
H4,2013,2013,2013,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,286755,-1,N/A,,242000,,280267,280267,,2
H4,2013,2013,2013,6,1,0,M,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,133419,-1,N/A,,153000,,130400,130400,,2
H4,2013,2013,2013,6,1,0,M,682,Saudi Arabia,SAU,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,134510,-1,N/A,,66000,,131467,131467,,2
H4,2013,2013,2013,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,29194,-1,N/A,,9000,,28533,28533,,2
H4,2013,2013,2013,6,1,0,RX,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,139536,-1,N/A,,118440,,126667,,,6
H4,2013,2013,2013,6,1,0,RX,682,Saudi Arabia,SAU,48,Bahrain,BHR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,105754,-1,N/A,,79440,,96000,,,6
H4,2013,2013,2013,6,1,0,RX,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,33782,-1,N/A,,39000,,30667,,,2
H4,2013,2013,2013,6,1,0,X,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,33782,-1,N/A,,39000,,30667,,30667,2
H4,2013,2013,2013,6,1,0,X,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,139536,-1,N/A,,118440,,126667,,126667,6
H4,2013,2013,2013,6,1,0,X,682,Saudi Arabia,SAU,48,Bahrain,BHR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,105754,-1,N/A,,79440,,96000,,96000,6
H4,2014,2014,2014,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3245009,-1,N/A,,2555249,,3017259,3017259,,6
H4,2014,2014,2014,6,1,0,M,682,Saudi Arabia,SAU,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,53653,-1,N/A,,42249,,49887,49887,,6
H4,2014,2014,2014,6,1,0,M,682,Saudi Arabia,SAU,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,83779,-1,N/A,,18000,,77899,77899,,2
H4,2014,2014,2014,6,1,0,M,682,Saudi Arabia,SAU,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2159322,-1,N/A,,1783000,,2007771,2007771,,2
H4,2014,2014,2014,6,1,0,M,682,Saudi Arabia,SAU,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,147761,-1,N/A,,28000,,137391,137391,,2
H4,2014,2014,2014,6,1,0,M,682,Saudi Arabia,SAU,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,702368,-1,N/A,,570000,,653073,653073,,2
H4,2014,2014,2014,6,1,0,M,682,Saudi Arabia,SAU,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,98125,-1,N/A,,114000,,91238,91238,,2
H4,2015,2015,2015,6,1,0,M,682,Saudi Arabia,SAU,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,38440336,-1,N/A,0,42600289,,29479373,29479373.096,,0
