Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H2,2007,2007,2007,6,1,0,X,704,Viet Nam,VNM,887,Yemen,YEM,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,217364,-1,N/A,,182517,,110840,,110840,6
H2,2007,2007,2007,6,1,0,M,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,125562,-1,N/A,,104260,,89960,89960,,6
H2,2007,2007,2007,6,1,0,M,704,Viet Nam,VNM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,59705,-1,N/A,,49576,,42776,42776,,6
H2,2007,2007,2007,6,1,0,M,704,Viet Nam,VNM,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8486,-1,N/A,,7046,,6080,6080,,6
H2,2007,2007,2007,6,1,0,M,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2391,-1,N/A,,1985,,1713,1713,,6
H2,2007,2007,2007,6,1,0,M,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16777,-1,N/A,,13931,,12020,12020,,6
H2,2007,2007,2007,6,1,0,M,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13930,-1,N/A,,11566,,9980,9980,,6
H2,2007,2007,2007,6,1,0,M,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,23802,-1,N/A,,19764,,17053,17053,,6
H2,2007,2007,2007,6,1,0,M,704,Viet Nam,VNM,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,472,-1,N/A,,392,,338,338,,6
H3,2008,2008,2008,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11133171,-1,N/A,,9479629,,7009354,,7009354,6
H3,2008,2008,2008,6,1,0,X,704,Viet Nam,VNM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,360939,-1,N/A,,307331,,227244,,227244,6
H3,2008,2008,2008,6,1,0,X,704,Viet Nam,VNM,116,Cambodia,KHM,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,32917,-1,N/A,,28028,,20724,,20724,6
H3,2008,2008,2008,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1364474,-1,N/A,,1161817,,859062,,859062,6
H3,2008,2008,2008,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,297023,-1,N/A,,252908,,187003,,187003,6
H3,2008,2008,2008,6,1,0,X,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7234110,-1,N/A,,6159672,,4554537,,4554537,6
H3,2008,2008,2008,6,1,0,X,704,Viet Nam,VNM,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,23323,-1,N/A,,19859,,14684,,14684,6
H3,2008,2008,2008,6,1,0,X,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1820386,-1,N/A,,1550015,,1146100,,1146100,6
H3,2008,2008,2008,6,1,0,M,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,141767,-1,N/A,,116802,,109316,109316,,6
H3,2008,2008,2008,6,1,0,M,704,Viet Nam,VNM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11529,-1,N/A,,9499,,8890,8890,,6
H3,2008,2008,2008,6,1,0,M,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2244,-1,N/A,,1848,,1730,1730,,6
H3,2008,2008,2008,6,1,0,M,704,Viet Nam,VNM,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3719,-1,N/A,,3064,,2868,2868,,6
H3,2008,2008,2008,6,1,0,M,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,24898,-1,N/A,,20514,,19199,19199,,6
H3,2008,2008,2008,6,1,0,M,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20901,-1,N/A,,17221,,16117,16117,,6
H3,2008,2008,2008,6,1,0,M,704,Viet Nam,VNM,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,29257,-1,N/A,,24105,,22560,22560,,6
H3,2008,2008,2008,6,1,0,M,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,17594,-1,N/A,,14496,,13567,13567,,6
H3,2008,2008,2008,6,1,0,M,704,Viet Nam,VNM,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4127,-1,N/A,,3400,,3182,3182,,6
H3,2008,2008,2008,6,1,0,M,704,Viet Nam,VNM,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,27497,-1,N/A,,22655,,21203,21203,,6
H3,2009,2009,2009,6,1,0,M,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,127538,-1,N/A,,103911,,109418,109418,,6
H3,2009,2009,2009,6,1,0,M,704,Viet Nam,VNM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4395,-1,N/A,,3581,,3771,3771,,6
H3,2009,2009,2009,6,1,0,M,704,Viet Nam,VNM,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3266,-1,N/A,,2661,,2802,2802,,6
H3,2009,2009,2009,6,1,0,M,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3277,-1,N/A,,2670,,2811,2811,,6
H3,2009,2009,2009,6,1,0,M,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6489,-1,N/A,,5287,,5567,5567,,6
H3,2009,2009,2009,6,1,0,M,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,17163,-1,N/A,,13983,,14724,14724,,6
H3,2009,2009,2009,6,1,0,M,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,55105,-1,N/A,,44897,,47276,47276,,6
H3,2009,2009,2009,6,1,0,M,704,Viet Nam,VNM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13524,-1,N/A,,11019,,11602,11602,,6
H3,2009,2009,2009,6,1,0,M,704,Viet Nam,VNM,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,24319,-1,N/A,,19814,,20864,20864,,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10192241,-1,N/A,,8300619,,8432110,,8432110,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,695026,-1,N/A,,566033,,575000,,575000,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,782091,-1,N/A,,636939,,647029,,647029,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2811522,-1,N/A,,2289719,,2325991,,2325991,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,282089,-1,N/A,,229735,,233374,,233374,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,197466,-1,N/A,,160817,,163365,,163365,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3197080,-1,N/A,,2603720,,2644966,,2644966,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,30054,-1,N/A,,24476,,24864,,24864,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,694,Sierra Leone,SLE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,39144,-1,N/A,,31879,,32384,,32384,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,137406,-1,N/A,,111904,,113677,,113677,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,810957,-1,N/A,,660448,,670910,,670910,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1069736,-1,N/A,,871199,,885000,,885000,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20856,-1,N/A,,16985,,17254,,17254,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,79825,-1,N/A,,65010,,66040,,66040,6
H3,2009,2009,2009,6,1,0,X,704,Viet Nam,VNM,887,Yemen,YEM,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,38989,-1,N/A,,31753,,32256,,32256,6
H3,2010,2010,2010,6,1,0,M,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,191994,-1,N/A,,155941,,146560,146560,,6
H3,2010,2010,2010,6,1,0,M,704,Viet Nam,VNM,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7572,-1,N/A,,6150,,5780,5780,,6
H3,2010,2010,2010,6,1,0,M,704,Viet Nam,VNM,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1467,-1,N/A,,1192,,1120,1120,,6
H3,2010,2010,2010,6,1,0,M,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6747,-1,N/A,,5480,,5150,5150,,6
H3,2010,2010,2010,6,1,0,M,704,Viet Nam,VNM,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,21091,-1,N/A,,17131,,16100,16100,,6
H3,2010,2010,2010,6,1,0,M,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13755,-1,N/A,,11172,,10500,10500,,6
H3,2010,2010,2010,6,1,0,M,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9825,-1,N/A,,7980,,7500,7500,,6
H3,2010,2010,2010,6,1,0,M,704,Viet Nam,VNM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15641,-1,N/A,,12704,,11940,11940,,6
H3,2010,2010,2010,6,1,0,M,704,Viet Nam,VNM,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18916,-1,N/A,,15364,,14440,14440,,6
H3,2010,2010,2010,6,1,0,M,704,Viet Nam,VNM,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8096,-1,N/A,,6576,,6180,6180,,6
H3,2010,2010,2010,6,1,0,M,704,Viet Nam,VNM,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,88884,-1,N/A,,72193,,67850,67850,,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,26934870,-1,N/A,,22259229,,19226877,,19226877,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,46174,-1,N/A,,38158,,32960,,32960,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2185399,-1,N/A,,1806034,,1560000,,1560000,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,983466,-1,N/A,,812745,,702026,,702026,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6570945,-1,N/A,,5430291,,4690528,,4690528,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,264750,-1,N/A,,218792,,188986,,188986,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,539345,-1,N/A,,445720,,385000,,385000,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4578314,-1,N/A,,3783562,,3268131,,3268131,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10009777,-1,N/A,,8272174,,7145264,,7145264,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1417862,-1,N/A,,1171734,,1012110,,1012110,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,196888,-1,N/A,,162710,,140544,,140544,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,90358,-1,N/A,,74673,,64500,,64500,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,28999,-1,N/A,,23965,,20700,,20700,6
H3,2010,2010,2010,6,1,0,X,704,Viet Nam,VNM,887,Yemen,YEM,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,22594,-1,N/A,,18672,,16128,,16128,6
H3,2011,2011,2011,6,1,0,M,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,181038,-1,N/A,,150371,,146124,146124,,6
H3,2011,2011,2011,6,1,0,M,704,Viet Nam,VNM,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3531,-1,N/A,,2933,,2850,2850,,6
H3,2011,2011,2011,6,1,0,M,704,Viet Nam,VNM,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,47926,-1,N/A,,39807,,38683,38683,,6
H3,2011,2011,2011,6,1,0,M,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,28602,-1,N/A,,23757,,23086,23086,,6
H3,2011,2011,2011,6,1,0,M,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5823,-1,N/A,,4837,,4700,4700,,6
H3,2011,2011,2011,6,1,0,M,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,95157,-1,N/A,,79038,,76805,76805,,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,44379684,-1,N/A,,36409338,,36101117,,36101117,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,116,Cambodia,KHM,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,215346,-1,N/A,,176671,,175176,,175176,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,129816,-1,N/A,,106502,,105600,,105600,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2291445,-1,N/A,,1879914,,1864000,,1864000,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,26087,-1,N/A,,21402,,21221,,21221,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2268088,-1,N/A,,1860752,,1845000,,1845000,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,578270,-1,N/A,,474416,,470400,,470400,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10118053,-1,N/A,,8300907,,8230636,,8230636,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,456556,-1,N/A,,374561,,371390,,371390,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,37175,-1,N/A,,30498,,30240,,30240,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,703397,-1,N/A,,577071,,572186,,572186,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6113091,-1,N/A,,5015213,,4972757,,4972757,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,54452,-1,N/A,,44673,,44294,,44294,6
H3,2011,2011,2011,6,1,0,X,704,Viet Nam,VNM,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20096241,-1,N/A,,16487067,,16347496,,16347496,6
