Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,52,Barbados,BRB,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,224,8,kg,224.62,224,,1990,1990.957,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,899,"Areas, nes",_X ,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,135,8,kg,135,135,,387,387.518,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,826,United Kingdom,GBR,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,1394,8,kg,1394.02,1394,,13897,13897.886,,0
H3,2017,2017,2017,6,1,0,X,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,244,8,kg,244,244,,2162,,2162.961,0
H3,2017,2017,2017,6,1,0,RX,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,244,8,kg,244,244,,2162,,2162.961,0
H3,2017,2017,2017,6,1,0,RX,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,244,8,kg,244,244,,2162,,2162.961,0
H3,2017,2017,2017,6,1,0,X,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,244,8,kg,244,244,,2162,,2162.961,0
H3,2017,2017,2017,6,1,0,RX,659,Saint Kitts and Nevis,KNA,660,Anguilla,AIA,0,World,W00,C00,All CPCs,2100,Sea,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,4,8,kg,4,4,,29,,29.63,0
H3,2017,2017,2017,6,1,0,X,659,Saint Kitts and Nevis,KNA,660,Anguilla,AIA,0,World,W00,C00,All CPCs,2100,Sea,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,4,8,kg,4,4,,29,,29.63,0
H3,2017,2017,2017,6,1,0,RX,659,Saint Kitts and Nevis,KNA,660,Anguilla,AIA,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,4,8,kg,4,4,,29,,29.63,0
H3,2017,2017,2017,6,1,0,X,659,Saint Kitts and Nevis,KNA,660,Anguilla,AIA,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,4,8,kg,4,4,,29,,29.63,0
H3,2017,2017,2017,6,1,0,RX,659,Saint Kitts and Nevis,KNA,500,Montserrat,MSR,0,World,W00,C00,All CPCs,2100,Sea,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,240,8,kg,240,240,,2133,,2133.331,0
H3,2017,2017,2017,6,1,0,X,659,Saint Kitts and Nevis,KNA,500,Montserrat,MSR,0,World,W00,C00,All CPCs,2100,Sea,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,240,8,kg,240,240,,2133,,2133.331,0
H3,2017,2017,2017,6,1,0,RX,659,Saint Kitts and Nevis,KNA,500,Montserrat,MSR,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,240,8,kg,240,240,,2133,,2133.331,0
H3,2017,2017,2017,6,1,0,X,659,Saint Kitts and Nevis,KNA,500,Montserrat,MSR,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,240,8,kg,240,240,,2133,,2133.331,0
H0,1994,1994,1994,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,11,-1,N/A,,11,,2192,2192,,0
H0,1994,1994,1994,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,11,-1,N/A,,11,,2192,2192,,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,523,-1,N/A,,523,,2120,2120,,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,503,-1,N/A,,503,,1682,1682,,0
H0,1995,1995,1995,6,1,0,M,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,20,-1,N/A,,20,,438,438,,0
H0,1996,1996,1996,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,3,-1,N/A,,3,,124,124,,0
H0,1996,1996,1996,6,1,0,M,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,3,-1,N/A,,3,,124,124,,0
H0,1997,1997,1997,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,16,-1,N/A,,16,,406,406,,0
H0,1997,1997,1997,6,1,0,M,659,Saint Kitts and Nevis,KNA,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,16,-1,N/A,,16,,406,406,,0
H1,1999,1999,1999,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,29,-1,N/A,,29,,1505,1505,,0
H1,1999,1999,1999,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,29,-1,N/A,,29,,1505,1505,,0
H1,2000,2000,2000,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,67,-1,N/A,,67,,4642,4642,,0
H1,2000,2000,2000,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,1,-1,N/A,,1,,9,9,,0
H1,2000,2000,2000,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,66,-1,N/A,,66,,4633,4633,,0
H1,2001,2001,2001,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,20,-1,N/A,,20,,2989,2989,,0
H1,2001,2001,2001,6,1,0,M,659,Saint Kitts and Nevis,KNA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,4,-1,N/A,,4,,303,303,,0
H1,2001,2001,2001,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,16,-1,N/A,,16,,2686,2686,,0
H1,2002,2002,2002,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,2,-1,N/A,,2,,591,591,,0
H1,2002,2002,2002,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,2,-1,N/A,,2,,591,591,,0
H1,2003,2003,2003,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,2,-1,N/A,,2,,905,905,,0
H1,2003,2003,2003,6,1,0,M,659,Saint Kitts and Nevis,KNA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,1,-1,N/A,,1,,768,768,,0
H1,2003,2003,2003,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,1,-1,N/A,,1,,137,137,,0
H1,2005,2005,2005,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,20,-1,N/A,,20,,2233,2233,,0
H1,2005,2005,2005,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,20,-1,N/A,,20,,2233,2233,,0
H1,2007,2007,2007,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,13,-1,N/A,,13,,165,165,,0
H1,2007,2007,2007,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,13,-1,N/A,,13,,165,165,,0
H1,2008,2008,2008,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,3,-1,N/A,,3,,197,197,,0
H1,2008,2008,2008,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,3,-1,N/A,,3,,197,197,,0
H3,2009,2009,2009,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,47,-1,N/A,,47,,2077,2077,,0
H3,2009,2009,2009,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,47,-1,N/A,,47,,2077,2077,,0
H3,2010,2010,2010,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,102,-1,N/A,,102,,6443,6443,,0
H3,2010,2010,2010,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,102,-1,N/A,,102,,6443,6443,,0
H3,2011,2011,2011,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,351,-1,N/A,,351,,19048,19048,,0
H3,2011,2011,2011,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,351,-1,N/A,,351,,19048,19048,,0
H3,2012,2012,2012,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,44,-1,N/A,,44,,3623,3623,,0
H3,2012,2012,2012,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,44,-1,N/A,,44,,3623,3623,,0
H3,2013,2013,2013,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,22,-1,N/A,,22,,1777,1777,,0
H3,2013,2013,2013,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,22,-1,N/A,,22,,1777,1777,,0
H3,2014,2014,2014,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,198,-1,N/A,,198,,20690,20690,,0
H3,2014,2014,2014,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,198,-1,N/A,,198,,20690,20690,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,58,8,kg,58.47,58,,2289,2289.746,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,58,8,kg,58.47,58,,2289,2289.746,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,58,8,kg,58.47,58,,2289,2289.746,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,58,8,kg,58.47,58,,2289,2289.746,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,58,8,kg,58.47,58,,2289,2289.746,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,58,8,kg,58.47,58,,2289,2289.746,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,58,8,kg,58.47,58,,2289,2289.746,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,58,8,kg,58.47,58,,2289,2289.746,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,52,Barbados,BRB,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,11,8,kg,11.79,11,,289,289.27,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,52,Barbados,BRB,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,11,8,kg,11.79,11,,289,289.27,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,46,8,kg,46.22,46,,3374,3374.73,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,2100,Sea,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,10,8,kg,10.6,10,,632,632.777,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,35,8,kg,35.62,35,,2741,2741.953,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,52,Barbados,BRB,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,11,8,kg,11.79,11,,289,289.27,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,52,Barbados,BRB,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,11,8,kg,11.79,11,,289,289.27,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,46,8,kg,46.22,46,,3374,3374.73,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,2100,Sea,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,10,8,kg,10.6,10,,632,632.777,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,35,8,kg,35.62,35,,2741,2741.953,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,47,8,kg,47.41,47,,3031,3031.223,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,10,8,kg,10.6,10,,632,632.777,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,58,8,kg,58.01,58,,3664,3664,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,46,8,kg,46.22,46,,3374,3374.73,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,2100,Sea,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,10,8,kg,10.6,10,,632,632.777,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,35,8,kg,35.62,35,,2741,2741.953,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,11,8,kg,11.79,11,,289,289.27,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,11,8,kg,11.79,11,,289,289.27,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,780,Trinidad and Tobago,TTO,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,2,8,kg,2.27,2,,373,373.918,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,76,Brazil,BRA,76,Brazil,BRA,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,1,8,kg,1,1,,136,136.889,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,780,Trinidad and Tobago,TTO,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,2,8,kg,2.27,2,,373,373.918,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,76,Brazil,BRA,76,Brazil,BRA,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,1,8,kg,1,1,,136,136.889,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,65,8,kg,65.64,65,,3433,3433.76,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,65,8,kg,65.64,65,,3433,3433.76,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,65,8,kg,65.64,65,,3433,3433.76,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,65,8,kg,65.64,65,,3433,3433.76,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,2,8,kg,2.27,2,,373,373.918,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,76,Brazil,BRA,0,World,W00,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,1,8,kg,1,1,,136,136.889,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,2,8,kg,2.27,2,,373,373.918,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,1,8,kg,1,1,,136,136.889,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,68,8,kg,68.91,68,,3944,3944.566,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,68,8,kg,68.91,68,,3944,3944.566,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,65,8,kg,65.64,65,,3433,3433.76,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,65,8,kg,65.64,65,,3433,3433.76,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,780,Trinidad and Tobago,TTO,C00,All CPCs,1000,Air,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,2,8,kg,2.27,2,,373,373.918,,0
