Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2011,2011,2011,6,1,0,RX,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,211,-1,N/A,,3,,172,,,2
H3,2011,2011,2011,6,1,0,X,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,211,-1,N/A,,3,,172,,172,2
H3,2011,2011,2011,6,1,0,X,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,211,-1,N/A,,3,,172,,172,2
H3,2012,2012,2012,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,34781,-1,N/A,,25818,,33146,33146,,2
H3,2012,2012,2012,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4302,-1,N/A,,1866,,4100,4100,,2
H3,2012,2012,2012,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,29027,-1,N/A,,23408,,27662,27662,,2
H3,2012,2012,2012,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1453,-1,N/A,,544,,1384,1384,,2
H3,2012,2012,2012,6,1,0,RX,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8,-1,N/A,,,,7,,,2
H3,2012,2012,2012,6,1,0,RX,659,Saint Kitts and Nevis,KNA,92,Br. Virgin Isds,VGB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8,-1,N/A,,,,7,,,2
H3,2012,2012,2012,6,1,0,X,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8,-1,N/A,,,,7,,7,2
H3,2012,2012,2012,6,1,0,X,659,Saint Kitts and Nevis,KNA,92,Br. Virgin Isds,VGB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8,-1,N/A,,,,7,,7,2
H3,2013,2013,2013,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,85533,-1,N/A,,49016,,83598,83598,,2
H3,2013,2013,2013,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5924,-1,N/A,,2206,,5790,5790,,2
H3,2013,2013,2013,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,70828,-1,N/A,,46593,,69226,69226,,2
H3,2013,2013,2013,6,1,0,M,659,Saint Kitts and Nevis,KNA,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8361,-1,N/A,,78,,8172,8172,,2
H3,2013,2013,2013,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,419,-1,N/A,,139,,410,410,,2
H3,2013,2013,2013,6,1,0,RX,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12,-1,N/A,,,,11,,,2
H3,2013,2013,2013,6,1,0,RX,659,Saint Kitts and Nevis,KNA,92,Br. Virgin Isds,VGB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12,-1,N/A,,,,11,,,2
H3,2013,2013,2013,6,1,0,X,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12,-1,N/A,,,,11,,11,2
H3,2013,2013,2013,6,1,0,X,659,Saint Kitts and Nevis,KNA,92,Br. Virgin Isds,VGB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12,-1,N/A,,,,11,,11,2
H3,2014,2014,2014,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,368,-1,N/A,,3,,342,342,,2
H3,2014,2014,2014,6,1,0,M,659,Saint Kitts and Nevis,KNA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,114,-1,N/A,,3,,106,106,,2
H3,2014,2014,2014,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,254,-1,N/A,,,,236,236,,2
H3,2014,2014,2014,6,1,0,RX,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2777,-1,N/A,,106,,2425,,,2
H3,2014,2014,2014,6,1,0,RX,659,Saint Kitts and Nevis,KNA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2777,-1,N/A,,106,,2425,,,2
H3,2014,2014,2014,6,1,0,X,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2777,-1,N/A,,106,,2425,,2425,2
H3,2014,2014,2014,6,1,0,X,659,Saint Kitts and Nevis,KNA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2777,-1,N/A,,106,,2425,,2425,2
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,52,Barbados,BRB,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7118,-1,N/A,0,1995,,5459,5459.428,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,52,Barbados,BRB,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7118,-1,N/A,0,1995,,5459,5459.428,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,14112,-1,N/A,0,1150,,10823,10823.041,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1020,-1,N/A,0,5,,782,782.814,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13092,-1,N/A,0,1145,,10040,10040.227,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,14112,-1,N/A,0,1150,,10823,10823.041,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1020,-1,N/A,0,5,,782,782.814,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13092,-1,N/A,0,1145,,10040,10040.227,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7118,-1,N/A,0,1995,,5459,5459.428,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7118,-1,N/A,0,1995,,5459,5459.428,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,21231,-1,N/A,0,3145,,16282,16282.469,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1020,-1,N/A,0,5,,782,782.814,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20211,-1,N/A,0,3140,,15499,15499.655,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13092,-1,N/A,0,1145,,10040,10040.227,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1020,-1,N/A,0,5,,782,782.814,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,14112,-1,N/A,0,1150,,10823,10823.041,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,52,Barbados,BRB,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7118,-1,N/A,0,1995,,5459,5459.428,,0
H3,2015,2015,2015,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,52,Barbados,BRB,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7118,-1,N/A,0,1995,,5459,5459.428,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15100,-1,N/A,0,2114,,11340,11340.463,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15100,-1,N/A,0,2114,,11340,11340.463,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,52,Barbados,BRB,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8369,-1,N/A,0,2370,,6285,6285.805,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,328,Guyana,GUY,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,121786,-1,N/A,0,46681,,91462,91462.742,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,52,Barbados,BRB,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8369,-1,N/A,0,2370,,6285,6285.805,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,328,Guyana,GUY,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,121786,-1,N/A,0,46681,,91462,91462.742,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15100,-1,N/A,0,2114,,11340,11340.463,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15100,-1,N/A,0,2114,,11340,11340.463,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,52,Barbados,BRB,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8369,-1,N/A,0,2370,,6285,6285.805,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,328,Guyana,GUY,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,121786,-1,N/A,0,46681,,91462,91462.742,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,52,Barbados,BRB,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8369,-1,N/A,0,2370,,6285,6285.805,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,328,Guyana,GUY,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,121786,-1,N/A,0,46681,,91462,91462.742,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,145256,-1,N/A,0,51165,,109089,109089.009,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,145256,-1,N/A,0,51165,,109089,109089.009,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15100,-1,N/A,0,2114,,11340,11340.463,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15100,-1,N/A,0,2114,,11340,11340.463,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8369,-1,N/A,0,2370,,6285,6285.805,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,121786,-1,N/A,0,46681,,91462,91462.742,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8369,-1,N/A,0,2370,,6285,6285.805,,0
H3,2016,2016,2016,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,121786,-1,N/A,0,46681,,91462,91462.742,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,52,Barbados,BRB,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,17257,-1,N/A,0,6666,,12960,12960.187,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,328,Guyana,GUY,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,141235,-1,N/A,0,72610,,106068,106068.846,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,52,Barbados,BRB,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,17257,-1,N/A,0,6666,,12960,12960.187,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,328,Guyana,GUY,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,141235,-1,N/A,0,72610,,106068,106068.846,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,26,-1,N/A,0,8,,19,19.848,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,842,USA,USA,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,26,-1,N/A,0,8,,19,19.848,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,26,-1,N/A,0,8,,19,19.848,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,842,USA,USA,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,26,-1,N/A,0,8,,19,19.848,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,17257,-1,N/A,0,6666,,12960,12960.187,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,141235,-1,N/A,0,72610,,106068,106068.846,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,17257,-1,N/A,0,6666,,12960,12960.187,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,141235,-1,N/A,0,72610,,106068,106068.846,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,158519,-1,N/A,0,79284,,119048,119048.881,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,158519,-1,N/A,0,79284,,119048,119048.881,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,52,Barbados,BRB,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,17257,-1,N/A,0,6666,,12960,12960.187,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,328,Guyana,GUY,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,141235,-1,N/A,0,72610,,106068,106068.846,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,26,-1,N/A,0,8,,19,19.848,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,52,Barbados,BRB,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,17257,-1,N/A,0,6666,,12960,12960.187,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,328,Guyana,GUY,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,141235,-1,N/A,0,72610,,106068,106068.846,,0
H3,2017,2017,2017,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,842,USA,USA,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,26,-1,N/A,0,8,,19,19.848,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208",7,l,63905,-1,N/A,,59117,,241662,241662,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208",7,l,853,-1,N/A,,789,,7917,7917,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,28,Antigua and Barbuda,ATG,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208",7,l,3310,-1,N/A,,3062,,7274,7274,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208",7,l,5810,-1,N/A,,5375,,21530,21530,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208",7,l,541,-1,N/A,,500,,1337,1337,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,308,Grenada,GRD,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208",7,l,181,-1,N/A,,167,,903,903,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,312,Guadeloupe,GLP,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208",7,l,1216,-1,N/A,,1125,,6272,6272,,0
H0,1993,1993,1993,6,1,0,M,659,Saint Kitts and Nevis,KNA,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208",7,l,595,-1,N/A,,550,,2743,2743,,0
