Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2017,2017,2017,6,1,0,M,646,Rwanda,RWA,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,51,8,kg,51,51,0,5143,5143.415,4907.905,0
H4,2017,2017,2017,6,1,0,M,646,Rwanda,RWA,196,Cyprus,CYP,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,20,8,kg,20,20,0,554,554.158,477.524,0
H4,2017,2017,2017,6,1,0,M,646,Rwanda,RWA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,71,8,kg,71.2,71,0,6049,6049.054,5731.727,0
H4,2017,2017,2017,6,1,0,M,646,Rwanda,RWA,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,433,8,kg,433.4,433,0,21778,21778.889,20034.192,0
H4,2017,2017,2017,6,1,0,M,646,Rwanda,RWA,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,4,8,kg,4,4,0,157,157.129,141.255,0
H4,2017,2017,2017,6,1,0,DX,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,11,8,kg,11,11,0,1683,1684.523,1683.332,0
H4,2017,2017,2017,6,1,0,M,646,Rwanda,RWA,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,17522,8,kg,17522,17522,0,391827,391827.86,334092.616,0
H4,2017,2017,2017,6,1,0,M,646,Rwanda,RWA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6325,8,kg,6325,6325,0,702653,702653.739,677117.397,0
H5,2018,2018,2018,6,1,0,X,646,Rwanda,RWA,180,Dem. Rep. of the Congo,COD,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1380,8,kg,1380,1380,0,1726,1725.295,1726.811,0
H5,2018,2018,2018,6,1,0,X,646,Rwanda,RWA,180,Dem. Rep. of the Congo,COD,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1380,8,kg,1380,1380,0,1726,1725.295,1726.811,0
H5,2018,2018,2018,6,1,0,X,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1380,8,kg,1380,1380,0,1726,1725.295,1726.811,0
H5,2018,2018,2018,6,1,0,X,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1380,8,kg,1380,1380,0,1726,1725.295,1726.811,0
H5,2018,2018,2018,6,1,0,RX,646,Rwanda,RWA,180,Dem. Rep. of the Congo,COD,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1380,8,kg,1380,1380,0,1726,1725.295,1726.811,0
H5,2018,2018,2018,6,1,0,RX,646,Rwanda,RWA,180,Dem. Rep. of the Congo,COD,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1380,8,kg,1380,1380,0,1726,1725.295,1726.811,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,894,Zambia,ZMB,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,20000,8,kg,20000,20000,0,144675,144675.726,128065.128,0
H5,2018,2018,2018,6,1,0,RX,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1380,8,kg,1380,1380,0,1726,1725.295,1726.811,0
H5,2018,2018,2018,6,1,0,RX,646,Rwanda,RWA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1380,8,kg,1380,1380,0,1726,1725.295,1726.811,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,894,Zambia,ZMB,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,20000,8,kg,20000,20000,0,144675,144675.726,128065.128,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,15132,8,kg,15132.65,15132,0,3727731,3727731.574,3627347.824,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,842,USA,USA,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,15130,8,kg,15130.65,15130,0,3727521,3727521.265,3627158.871,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,842,USA,USA,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2,2,0,210,210.309,188.953,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2554,8,kg,2554.8,2554,0,217363,217363.316,205703.896,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2553,8,kg,2553.8,2553,0,216451,216451.158,204889.595,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,8,kg,1,1,0,912,912.158,814.301,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,7373,8,kg,7373,7373,0,142796,142796.81,141092.986,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,800,Uganda,UGA,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,7373,8,kg,7373,7373,0,142796,142796.81,141092.986,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,792,Turkey,TUR,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1248,8,kg,1248,1248,0,20634,20634.513,16191.918,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1248,8,kg,1248,1248,0,20634,20634.513,16191.918,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,41,8,kg,41,41,0,4199,4199.528,4080.839,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8,8,kg,8,8,0,3722,3722.466,3656.294,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,33,8,kg,33,33,0,477,477.062,424.545,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,9,8,kg,9,9,0,839,839.33,798.17,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,9,8,kg,9,9,0,839,839.33,798.17,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,7189,8,kg,7189,7189,0,1066364,1066364.285,1031526.641,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1596,8,kg,1596,1596,0,46491,46491.426,39461.065,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,724,Spain,ESP,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1566,8,kg,1566,1566,0,45071,45071.94,38345.267,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,724,Spain,ESP,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,30,8,kg,30,30,0,1419,1419.485,1115.798,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,752,Sweden,SWE,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,7189,8,kg,7189,7189,0,1066364,1066364.285,1031526.641,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,34484,8,kg,34484,34484,0,513860,513860.665,458706.835,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2935,8,kg,2935,2935,0,245169,245169.372,237008.831,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,17,8,kg,17,17,0,1872,1872.47,1791.326,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,37419,8,kg,37419,37419,0,759030,759030.037,695715.667,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,705,Slovenia,SVN,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,17,8,kg,17,17,0,1872,1872.47,1791.326,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,642,Romania,ROU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,14,8,kg,14.5,14,0,715,715.74,647.579,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,642,Romania,ROU,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,8,kg,1,1,0,112,112.725,101.285,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,11372,8,kg,11372.4,11372,0,392445,392445.289,368241.658,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,642,Romania,ROU,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,13,8,kg,13.5,13,0,603,603.015,546.294,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,699,India,IND,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,5331,8,kg,5331.4,5331,0,378921,378921.501,356881.145,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,699,India,IND,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6041,8,kg,6041,6041,0,13523,13523.788,11360.513,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,153,8,kg,153,153,0,417940,417940.062,413605.98,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,153,8,kg,153,153,0,417940,417940.062,413605.98,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,70,8,kg,70,70,0,6256,6256.98,5913.058,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,70,8,kg,70,70,0,6256,6256.98,5913.058,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,200481,8,kg,200481.5,200481,0,3745781,3745781.994,3367780.291,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,193927,8,kg,193927.5,193927,0,3295599,3295599.938,2943951.553,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6554,8,kg,6554,6554,0,450182,450182.056,423828.738,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,729,8,kg,729.5,729,0,376541,376541.233,371415.549,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2965,8,kg,2965.5,2965,0,464357,464357.164,458110.445,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,404,Kenya,KEN,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2236,8,kg,2236,2236,0,87815,87815.931,86694.896,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,15035,8,kg,15035.4,15035,0,4705474,4705474.056,4612920.69,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,673,8,kg,673,673,0,25521,25521.309,22344.822,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,392,Japan,JPN,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,15035,8,kg,15035.4,15035,0,4705474,4705474.056,4612920.69,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,400,Jordan,JOR,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,673,8,kg,673,673,0,25521,25521.309,22344.822,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2973,8,kg,2973.33,2973,0,236828,236828.726,230232.622,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,348,Hungary,HUN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,146,8,kg,146,146,0,614,614.632,135.705,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,380,Italy,ITA,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2203,8,kg,2203,2203,0,17254,17254.483,15311.158,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,380,Italy,ITA,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,770,8,kg,770.33,770,0,219574,219574.243,214921.463,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,332,8,kg,332.5,332,0,77741,77741.212,75856.847,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,372,Ireland,IRL,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,332,8,kg,332.5,332,0,77741,77741.212,75856.847,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,348,Hungary,HUN,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,146,8,kg,146,146,0,614,614.632,135.705,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,126736,8,kg,126736.75,126736,0,2625308,2625308.809,2383458.385,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,276,Germany,DEU,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,69679,8,kg,69679.7,69679,0,177340,177340.968,152411.716,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,276,Germany,DEU,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,57057,8,kg,57057.05,57057,0,2447967,2447967.841,2231046.669,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,208,Denmark,DNK,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,80,8,kg,80,80,0,9592,9592.204,8916.753,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,251,France,FRA,0,World,W00,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,4967,8,kg,4967.6,4967,0,343404,343404.928,321145.04,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,251,France,FRA,0,World,W00,C00,All CPCs,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,605,8,kg,605,605,0,1932,1932.531,1674.176,0
H5,2018,2018,2018,6,1,0,M,646,Rwanda,RWA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,5572,8,kg,5572.6,5572,0,345337,345337.459,322819.216,0
