Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H2,2004,2004,2004,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,50654,-1,N/A,,101068,,70582,70582,,6
H2,2004,2004,2004,6,1,0,M,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3872524,-1,N/A,,3192188,,2229315,2229315,,4
H2,2004,2004,2004,6,1,0,M,144,Sri Lanka,LKA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,37960,-1,N/A,,179874,,125618,125618,,4
H2,2004,2004,2004,6,1,0,M,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,30,-1,N/A,,331,,231,231,,4
H2,2004,2004,2004,6,1,0,M,144,Sri Lanka,LKA,686,Senegal,SEN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,284645,-1,N/A,,251108,,175365,175365,,4
H2,2004,2004,2004,6,1,0,M,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,826800,-1,N/A,,513381,,358528,358528,,4
H2,2004,2004,2004,6,1,0,M,144,Sri Lanka,LKA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7053931,-1,N/A,,5958661,,4161325,4161325,,4
H2,2005,2005,2005,6,1,0,X,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,72,-1,N/A,,53,,37,,37,6
H2,2005,2005,2005,6,1,0,X,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,72,-1,N/A,,53,,37,,37,6
H2,2005,2005,2005,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15018809,-1,N/A,,13754315,,9605543,9605543,,6
H2,2005,2005,2005,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,32195,-1,N/A,,87121,,60843,60843,,6
H2,2005,2005,2005,6,1,0,M,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4904283,-1,N/A,,4213593,,2942629,2942629,,4
H2,2005,2005,2005,6,1,0,M,144,Sri Lanka,LKA,51,Armenia,ARM,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,91183,-1,N/A,,82286,,57466,57466,,4
H2,2005,2005,2005,6,1,0,M,144,Sri Lanka,LKA,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25478,-1,N/A,,27655,,19313,19313,,4
H2,2005,2005,2005,6,1,0,M,144,Sri Lanka,LKA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,105480,-1,N/A,,450823,,314840,314840,,4
H2,2005,2005,2005,6,1,0,M,144,Sri Lanka,LKA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1404,-1,N/A,,23061,,16105,16105,,4
H2,2005,2005,2005,6,1,0,M,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,346500,-1,N/A,,332472,,232187,232187,,4
H2,2005,2005,2005,6,1,0,M,144,Sri Lanka,LKA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9512286,-1,N/A,,8537304,,5962161,5962161,,4
H2,2006,2006,2006,6,1,0,X,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,37,-1,N/A,,27,,19,,19,6
H2,2006,2006,2006,6,1,0,X,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,37,-1,N/A,,27,,19,,19,6
H2,2006,2006,2006,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15912100,-1,N/A,,14751771,,10302132,10302132,,6
H2,2006,2006,2006,6,1,0,M,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4057160,-1,N/A,,3549314,,2478720,2478720,,6
H2,2006,2006,2006,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,40033,-1,N/A,,70693,,49370,49370,,6
H2,2006,2006,2006,6,1,0,M,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4062920,-1,N/A,,3650027,,2549054,2549054,,4
H2,2006,2006,2006,6,1,0,M,144,Sri Lanka,LKA,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,92,-1,N/A,,451,,315,315,,4
H2,2006,2006,2006,6,1,0,M,144,Sri Lanka,LKA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,360,-1,N/A,,6956,,4858,4858,,4
H2,2006,2006,2006,6,1,0,M,144,Sri Lanka,LKA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7750535,-1,N/A,,7381349,,5154882,5154882,,4
H2,2006,2006,2006,6,1,0,M,144,Sri Lanka,LKA,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1000,-1,N/A,,92979,,64933,64933,,4
H2,2007,2007,2007,6,1,0,M,144,Sri Lanka,LKA,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,-1,N/A,,120,,104,104,,4
H2,2007,2007,2007,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18035538,-1,N/A,,14529451,,12536647,12536647,,6
H2,2007,2007,2007,6,1,0,M,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4939896,-1,N/A,,3734891,,3222628,3222628,,6
H2,2007,2007,2007,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,19205,-1,N/A,,47095,,40636,40636,,6
H2,2007,2007,2007,6,1,0,M,144,Sri Lanka,LKA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,16800,-1,N/A,,26453,,22825,22825,,4
H2,2007,2007,2007,6,1,0,M,144,Sri Lanka,LKA,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,860,-1,N/A,,2996,,2585,2585,,4
H2,2007,2007,2007,6,1,0,M,144,Sri Lanka,LKA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3312,-1,N/A,,28463,,24559,24559,,4
H2,2007,2007,2007,6,1,0,M,144,Sri Lanka,LKA,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,158860,-1,N/A,,139698,,120538,120538,,4
H2,2007,2007,2007,6,1,0,M,144,Sri Lanka,LKA,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4145454,-1,N/A,,3086921,,2663531,2663531,,4
H2,2007,2007,2007,6,1,0,M,144,Sri Lanka,LKA,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,171062,-1,N/A,,146066,,126032,126032,,4
H2,2007,2007,2007,6,1,0,M,144,Sri Lanka,LKA,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,173747,-1,N/A,,153190,,132179,132179,,4
H2,2007,2007,2007,6,1,0,M,144,Sri Lanka,LKA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8406316,-1,N/A,,7163017,,6180565,6180565,,4
H2,2007,2007,2007,6,1,0,M,144,Sri Lanka,LKA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25,-1,N/A,,538,,464,464,,4
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,-1,N/A,,96,,90,90,,4
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,-1,N/A,,109,,102,102,,4
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2,-1,N/A,,373,,350,350,,4
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20565159,-1,N/A,,15972864,,14949140,14949140,,6
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,70,Bosnia Herzegovina,BIH,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18195,-1,N/A,,14132,,13227,13227,,6
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11221,-1,N/A,,28748,,26905,26905,,6
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,50400,-1,N/A,,73302,,68604,68604,,4
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,540,-1,N/A,,2095,,1961,1961,,4
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,196,Cyprus,CYP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,46631,-1,N/A,,41752,,39076,39076,,4
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1152,-1,N/A,,6419,,6008,6008,,4
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7525196,-1,N/A,,5142019,,4812459,4812459,,4
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2393900,-1,N/A,,1743798,,1632035,1632035,,4
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,10477194,-1,N/A,,8857975,,8290254,8290254,,4
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,18725,-1,N/A,,26844,,25124,25124,,4
H3,2008,2008,2008,6,1,0,M,144,Sri Lanka,LKA,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,22000,-1,N/A,,35201,,32945,32945,,4
H3,2009,2009,2009,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,14193470,-1,N/A,,10315807,,10862502,10862502,,6
H3,2009,2009,2009,6,1,0,M,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,625002,-1,N/A,,433827,,456818,456818,,6
H3,2009,2009,2009,6,1,0,M,144,Sri Lanka,LKA,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,49725,-1,N/A,,36140,,38055,38055,,6
H3,2009,2009,2009,6,1,0,M,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2500,-1,N/A,,8695,,9156,9156,,4
H3,2009,2009,2009,6,1,0,M,144,Sri Lanka,LKA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1152,-1,N/A,,5711,,6014,6014,,4
H3,2009,2009,2009,6,1,0,M,144,Sri Lanka,LKA,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5300641,-1,N/A,,3521463,,3708086,3708086,,4
H3,2009,2009,2009,6,1,0,M,144,Sri Lanka,LKA,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,95930,-1,N/A,,75283,,79272,79272,,4
H3,2009,2009,2009,6,1,0,M,144,Sri Lanka,LKA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8106100,-1,N/A,,6192590,,6520772,6520772,,4
H3,2009,2009,2009,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12307,-1,N/A,,41720,,43931,43931,,4
H3,2009,2009,2009,6,1,0,M,144,Sri Lanka,LKA,834,United Rep. of Tanzania,TZA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,114,-1,N/A,,377,,397,397,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,22895486,-1,N/A,,19299587,,18138523,18138523,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,7343685,-1,N/A,,5893207,,5538672,5538672,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,89257,-1,N/A,,82444,,77484,77484,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3210883,-1,N/A,,2754895,,2589160,2589160,,6
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,625,-1,N/A,,2256,,2121,2121,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,196,Cyprus,CYP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,621922,-1,N/A,,547339,,514411,514411,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3751,-1,N/A,,13703,,12878,12878,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3605571,-1,N/A,,3153706,,2963979,2963979,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1846886,-1,N/A,,1598915,,1502724,1502724,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,405723,-1,N/A,,354050,,332750,332750,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5331029,-1,N/A,,4512001,,4240559,4240559,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,405787,-1,N/A,,281315,,264391,264391,,4
H3,2010,2010,2010,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,30366,-1,N/A,,105756,,99393,99393,,4
H3,2011,2011,2011,6,1,0,X,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,400,-1,N/A,,1621,,1607,,1607,4
H3,2011,2011,2011,6,1,0,X,144,Sri Lanka,LKA,462,Maldives,MDV,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,400,-1,N/A,,1621,,1607,,1607,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,23277915,-1,N/A,,20847392,,20258601,20258601,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,196,Cyprus,CYP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,194427,-1,N/A,,186236,,180976,180976,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2000,-1,N/A,,10188,,9901,9901,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1560,-1,N/A,,6517,,6333,6333,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9381954,-1,N/A,,8391743,,8154736,8154736,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4033751,-1,N/A,,3571568,,3470697,3470697,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2000,-1,N/A,,2484,,2414,2414,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,9574488,-1,N/A,,8558931,,8317203,8317203,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,64372,-1,N/A,,64602,,62777,62777,,4
H3,2011,2011,2011,6,1,0,M,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,23363,-1,N/A,,55122,,53565,53565,,4
H3,2012,2012,2012,6,1,0,M,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25092833,-1,N/A,,19899252,,22577080,22577080,,4
H3,2012,2012,2012,6,1,0,M,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5,-1,N/A,,370,,420,420,,4
H3,2012,2012,2012,6,1,0,M,144,Sri Lanka,LKA,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,130,-1,N/A,,405,,460,460,,4
H3,2012,2012,2012,6,1,0,M,144,Sri Lanka,LKA,196,Cyprus,CYP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,217794,-1,N/A,,170409,,193341,193341,,4
H3,2012,2012,2012,6,1,0,M,144,Sri Lanka,LKA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,25,-1,N/A,,171,,194,194,,4
H3,2012,2012,2012,6,1,0,M,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1500,-1,N/A,,5051,,5731,5731,,4
