Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,37017,8,kg,37017.3,37017,0,94343,0,94343.987,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,823184,8,kg,823184,823184,0,828495,0,828495.091,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,6434,8,kg,6434.8,6434,0,2679,0,2679.816,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,21,8,kg,21,21,0,1236,0,1236.363,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,10458,8,kg,10458,10458,0,10535,0,10535.484,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,9149,8,kg,9149.21,9149,0,249650,0,249650.378,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1820,8,kg,1820,1820,0,1503,0,1503.35,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,540,New Caledonia,NCL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,420,8,kg,420,420,0,2528,0,2528.097,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,0,8,kg,0.5,0,0,0,0,0.789,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,95897,8,kg,95897.5,95897,0,167763,0,167763.785,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,13980,8,kg,13980.7,13980,0,21908,0,21908.598,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,231,Ethiopia,ETH,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,15428,8,kg,15428,15428,0,106794,0,106794.652,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,512,Oman,OMN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1201,8,kg,1201,1201,0,9163,0,9163.886,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,51976,8,kg,51976.5,51976,0,53899,0,53899.47,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,233,Estonia,EST,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,81564,8,kg,81564,81564,0,77635,0,77635.029,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,70421,8,kg,70421.6,70421,0,81959,0,81959.655,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,31838,8,kg,31838.4,31838,0,53195,0,53195.655,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,19385,8,kg,19385,19385,0,22766,0,22766.29,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,414,Kuwait,KWT,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,561,8,kg,561,561,0,1041,0,1041.683,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,50,Bangladesh,BGD,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,174271,8,kg,174271.1,174271,0,1360611,0,1360611.501,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,15857,8,kg,15857.6,15857,0,66003,0,66003.81,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,570702,8,kg,570702,570702,0,734051,0,734051.72,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,41236,8,kg,41236,41236,0,46629,0,46629.49,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,173217,8,kg,173217,173217,0,260496,0,260496.095,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,204971,8,kg,204971,204971,0,314527,0,314527.092,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,634,Qatar,QAT,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,8169,8,kg,8169,8169,0,9630,0,9630.552,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,650,8,kg,650,650,0,233,0,233.686,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,462,Maldives,MDV,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,447,8,kg,447,447,0,2658,0,2658.338,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,462,Maldives,MDV,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,479,8,kg,479.97,479,0,2888,0,2888.813,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,656,8,kg,656.3,656,0,239,0,239.984,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,570702,8,kg,570702,570702,0,734051,0,734051.72,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,85185,8,kg,85185,85185,0,110880,0,110880.827,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,24417,8,kg,24417.5,24417,0,36332,0,36332.675,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,9149,8,kg,9149.21,9149,0,249650,0,249650.378,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,51976,8,kg,51976.5,51976,0,53899,0,53899.47,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,93606,8,kg,93606,93606,0,106934,0,106934.374,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,12691,8,kg,12691,12691,0,21026,0,21026.794,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,104,Myanmar,MMR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,32,8,kg,32.87,32,0,806,0,806.258,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,591,Panama,PAN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,10800,8,kg,10800,10800,0,14773,0,14773.73,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,0,8,kg,0.5,0,0,0,0,0.789,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,4480,8,kg,4480,4480,0,5591,0,5591.566,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,163412,8,kg,163412,163412,0,255686,0,255686.311,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,348,Hungary,HUN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,20517,8,kg,20517,20517,0,20852,0,20852.126,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,41236,8,kg,41236,41236,0,46629,0,46629.49,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,31838,8,kg,31838.4,31838,0,53195,0,53195.655,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,10458,8,kg,10458,10458,0,10535,0,10535.484,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,273032,8,kg,273032,273032,0,261284,0,261284.679,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,152,Chile,CHL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,78942,8,kg,78942,78942,0,97702,0,97702.258,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,634,Qatar,QAT,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,8169,8,kg,8169,8169,0,9630,0,9630.552,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,414,Kuwait,KWT,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,561,8,kg,561,561,0,1041,0,1041.683,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,15857,8,kg,15857.6,15857,0,66003,0,66003.81,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,540,New Caledonia,NCL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,420,8,kg,420,420,0,2528,0,2528.097,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,9194,8,kg,9194.5,9194,0,14283,0,14283.036,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,231,Ethiopia,ETH,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,15428,8,kg,15428,15428,0,106794,0,106794.652,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,21,8,kg,21,21,0,1236,0,1236.363,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,13980,8,kg,13980.7,13980,0,21908,0,21908.598,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,173217,8,kg,173217,173217,0,260496,0,260496.095,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,50,Bangladesh,BGD,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,175929,8,kg,175929.6,175929,0,1367834,0,1367834.661,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,275702,8,kg,275702,275702,0,291846,0,291846.556,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1320,8,kg,1320.7,1320,0,5674,0,5674.126,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,823184,8,kg,823184,823184,0,828495,0,828495.091,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2073,8,kg,2073.3,2073,0,12730,0,12730.595,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,203,Czechia,CZE,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,21490,8,kg,21490,21490,0,24385,0,24385.669,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,95897,8,kg,95897.5,95897,0,167763,0,167763.785,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,19385,8,kg,19385,19385,0,22766,0,22766.29,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,428,Latvia,LVA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,77226,8,kg,77226,77226,0,88563,0,88563.619,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,470,8,kg,470.4,470,0,6239,0,6239.741,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,233,Estonia,EST,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,81564,8,kg,81564,81564,0,77635,0,77635.029,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,6434,8,kg,6434.8,6434,0,2679,0,2679.816,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,37017,8,kg,37017.3,37017,0,94343,0,94343.987,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1820,8,kg,1820,1820,0,1503,0,1503.35,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,204971,8,kg,204971,204971,0,314527,0,314527.092,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,512,Oman,OMN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1201,8,kg,1201,1201,0,9163,0,9163.886,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,70421,8,kg,70421.6,70421,0,81959,0,81959.655,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3808272,8,kg,3808272.17,3808272,0,6882795,0,6882795.183,0
H5,2019,2019,2019,4,0,0,RX,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,10439,8,kg,10439.44,10439,0,36383,0,36383.79,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,3818711,8,kg,3818711.61,3818711,0,6919178,0,6919178.973,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,95329,8,kg,95329.79,95329,0,703423,0,703423.078,0
H5,2019,2019,2019,4,0,0,RX,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,132,8,kg,132,132,0,10827,0,10827.237,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,95461,8,kg,95461.79,95461,0,714250,0,714250.315,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,72676,8,kg,72676.6,72676,0,175910,0,175910.76,0
H5,2019,2019,2019,4,0,0,RX,144,Sri Lanka,LKA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,7288,8,kg,7288.97,7288,0,12422,0,12422.493,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,79965,8,kg,79965.57,79965,0,188333,0,188333.253,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2641,8,kg,2641,2641,0,14024,0,14024.746,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,2641,8,kg,2641,2641,0,14024,0,14024.746,0
H5,2019,2019,2019,4,0,0,DX,144,Sri Lanka,LKA,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,24074,8,kg,24074,24074,0,37571,0,37571.448,0
H5,2019,2019,2019,4,0,0,X,144,Sri Lanka,LKA,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,24074,8,kg,24074,24074,0,37571,0,37571.448,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,52,8,kg,52.72,52,0,778,778.788,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,51404,8,kg,51404.66,51404,0,55533,55533.498,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,28,8,kg,28,28,0,195,195.485,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,126181,8,kg,126181.42,126181,0,423938,423938.889,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,38936,8,kg,38936.79,38936,0,225071,225071.181,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,642,Romania,ROU,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,81,8,kg,81,81,0,205,205.205,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,1880,8,kg,1880.95,1880,0,19158,19158.417,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,5994,8,kg,5994,5994,0,13333,13333.391,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,6978,8,kg,6978.3,6978,0,40779,40779.134,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,300,Greece,GRC,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,259,8,kg,259.2,259,0,2062,2062.907,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,8202,8,kg,8202.48,8202,0,7839,7839.541,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,630,8,kg,630,630,0,308,308.073,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,63414,8,kg,63414.65,63414,0,100144,100144.724,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,222398,8,kg,222398.47,222398,0,889373,889373.869,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,7359,8,kg,7359.91,7359,0,14490,14490.701,0,0
H5,2019,2019,2019,4,0,0,FM,144,Sri Lanka,LKA,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,13086,8,kg,13086.47,13086,0,247758,247758.38,0,0
